makerom,0,4192,0,0
boot,4192,77680,4192,0
dmadata,77680,102448,77680,0
Audiobank,102448,282096,102448,0
Audioseq,282096,608368,282096,0
Audiotable,608368,5135360,608368,0
link_animetion,5135360,7649328,5135360,0
icon_item_static,7651328,8215712,7651328,0
icon_item_24_static,8216576,8262656,8216576,0
icon_item_field_static,8265728,8313136,8265728,0
icon_item_dungeon_static,8314880,8322432,8314880,0
icon_item_gameover_static,8323072,8338560,8323072,0
icon_item_nes_static,8339456,8395904,8339456,0
icon_item_ger_static,8396800,8457088,8396800,0
icon_item_fra_static,8458240,8520832,8458240,0
item_name_static,8523776,8901632,8523776,0
map_name_static,8904704,9110528,8904704,0
do_action_static,9113600,9147008,9113600,0
message_static,9150464,9167232,9150464,0
message_texture_static,9170944,9175552,9170944,0
nes_font_static,9179136,9197056,9179136,0
nes_message_data_static,9199616,9429280,9199616,0
ger_message_data_static,9433088,9677264,9433088,0
fra_message_data_static,9678848,9904576,9678848,0
staff_message_data_static,9908224,9912144,9908224,0
map_grand_static,9912320,9970512,9912320,0
map_i_static,10113024,11088144,10113024,0
map_48x85_static,9973760,10112480,9973760,0
code,11091968,12382000,11091968,0
ovl_title,12382000,12384960,12382000,0
ovl_select,12384960,12397344,12384960,0
ovl_opening,12397344,12397680,12397344,0
ovl_file_choose,12397680,12461872,12397680,0
ovl_kaleido_scope,12461872,12587184,12461872,0
ovl_player_actor,12587184,12745024,12587184,0
ovl_map_mark_data,12745024,12772384,12745024,0
ovl_En_Test,12772384,12795088,12772384,0
ovl_Arms_Hook,12795088,12798688,12795088,0
ovl_Arrow_Fire,12798688,12806816,12798688,0
ovl_Arrow_Ice,12806816,12814976,12806816,0
ovl_Arrow_Light,12814976,12823152,12814976,0
ovl_Bg_Bdan_Objects,12823152,12828128,12823152,0
ovl_Bg_Bdan_Switch,12828128,12833568,12828128,0
ovl_Bg_Bom_Guard,12833568,12834208,12833568,0
ovl_Bg_Bombwall,12834208,12836656,12834208,0
ovl_Bg_Bowl_Wall,12836656,12839344,12836656,0
ovl_Bg_Breakwall,12839344,12843136,12839344,0
ovl_Bg_Ddan_Jd,12843136,12844736,12843136,0
ovl_Bg_Ddan_Kd,12844736,12847056,12844736,0
ovl_Bg_Dodoago,12847056,12850576,12847056,0
ovl_Bg_Dy_Yoseizo,12850576,12863104,12850576,0
ovl_Bg_Ganon_Otyuka,12863104,12873408,12863104,0
ovl_Bg_Gate_Shutter,12873408,12874784,12873408,0
ovl_Bg_Gjyo_Bridge,12874784,12876176,12874784,0
ovl_Bg_Gnd_Darkmeiro,12876176,12878368,12876176,0
ovl_Bg_Gnd_Firemeiro,12878368,12879872,12878368,0
ovl_Bg_Gnd_Iceblock,12879872,12884384,12879872,0
ovl_Bg_Gnd_Nisekabe,12884384,12884752,12884384,0
ovl_Bg_Gnd_Soulmeiro,12884752,12887040,12884752,0
ovl_Bg_Haka,12887040,12888896,12887040,0
ovl_Bg_Haka_Gate,12888896,12893440,12888896,0
ovl_Bg_Haka_Huta,12893440,12896128,12893440,0
ovl_Bg_Haka_Megane,12896128,12897136,12896128,0
ovl_Bg_Haka_MeganeBG,12897136,12898848,12897136,0
ovl_Bg_Haka_Sgami,12898848,12901952,12898848,0
ovl_Bg_Haka_Ship,12901952,12904928,12901952,0
ovl_Bg_Haka_Trap,12904928,12910480,12904928,0
ovl_Bg_Haka_Tubo,12910480,12913216,12910480,0
ovl_Bg_Haka_Water,12913216,12915456,12913216,0
ovl_Bg_Haka_Zou,12915456,12920016,12915456,0
ovl_Bg_Heavy_Block,12920016,12926688,12920016,0
ovl_Bg_Hidan_Curtain,12926688,12929888,12926688,0
ovl_Bg_Hidan_Dalm,12929888,12932000,12929888,0
ovl_Bg_Hidan_Firewall,12932000,12934016,12932000,0
ovl_Bg_Hidan_Fslift,12934016,12935216,12934016,0
ovl_Bg_Hidan_Fwbig,12935216,12938624,12935216,0
ovl_Bg_Hidan_Hamstep,12938624,12942960,12938624,0
ovl_Bg_Hidan_Hrock,12942960,12945056,12942960,0
ovl_Bg_Hidan_Kousi,12945056,12946784,12945056,0
ovl_Bg_Hidan_Kowarerukabe,12946784,12950976,12946784,0
ovl_Bg_Hidan_Rock,12950976,12955456,12950976,0
ovl_Bg_Hidan_Rsekizou,12955456,12958720,12955456,0
ovl_Bg_Hidan_Sekizou,12958720,12964112,12958720,0
ovl_Bg_Hidan_Sima,12964112,12968192,12964112,0
ovl_Bg_Hidan_Syoku,12968192,12969296,12968192,0
ovl_Bg_Ice_Objects,12969296,12973184,12969296,0
ovl_Bg_Ice_Shelter,12973184,12978176,12973184,0
ovl_Bg_Ice_Shutter,12978176,12979296,12978176,0
ovl_Bg_Ice_Turara,12979296,12981376,12979296,0
ovl_Bg_Ingate,12981376,12982432,12981376,0
ovl_Bg_Jya_1flift,12982432,12984320,12982432,0
ovl_Bg_Jya_Amishutter,12984320,12985376,12984320,0
ovl_Bg_Jya_Bigmirror,12985376,12988128,12985376,0
ovl_Bg_Jya_Block,12988128,12988896,12988128,0
ovl_Bg_Jya_Bombchuiwa,12988896,12992224,12988896,0
ovl_Bg_Jya_Bombiwa,12992224,12994096,12992224,0
ovl_Bg_Jya_Cobra,12994096,13002416,12994096,0
ovl_Bg_Jya_Goroiwa,13002416,13004288,13002416,0
ovl_Bg_Jya_Haheniron,13004288,13006304,13004288,0
ovl_Bg_Jya_Ironobj,13006304,13010048,13006304,0
ovl_Bg_Jya_Kanaami,13010048,13011168,13010048,0
ovl_Bg_Jya_Lift,13011168,13012592,13011168,0
ovl_Bg_Jya_Megami,13012592,13017472,13012592,0
ovl_Bg_Jya_Zurerukabe,13017472,13019568,13017472,0
ovl_Bg_Menkuri_Eye,13019568,13020896,13019568,0
ovl_Bg_Menkuri_Kaiten,13020896,13021280,13020896,0
ovl_Bg_Menkuri_Nisekabe,13021280,13021616,13021280,0
ovl_Bg_Mizu_Bwall,13021616,13027680,13021616,0
ovl_Bg_Mizu_Movebg,13027680,13032304,13027680,0
ovl_Bg_Mizu_Shutter,13032304,13034496,13032304,0
ovl_Bg_Mizu_Uzu,13034496,13034960,13034496,0
ovl_Bg_Mizu_Water,13034960,13038752,13034960,0
ovl_Bg_Mjin,13038752,13039840,13038752,0
ovl_Bg_Mori_Bigst,13039840,13042976,13039840,0
ovl_Bg_Mori_Elevator,13042976,13046400,13042976,0
ovl_Bg_Mori_Hashigo,13046400,13049216,13046400,0
ovl_Bg_Mori_Hashira4,13049216,13051104,13049216,0
ovl_Bg_Mori_Hineri,13051104,13054800,13051104,0
ovl_Bg_Mori_Idomizu,13054800,13056720,13054800,0
ovl_Bg_Mori_Kaitenkabe,13056720,13058688,13056720,0
ovl_Bg_Mori_Rakkatenjo,13058688,13061920,13058688,0
ovl_Bg_Po_Event,13061920,13069744,13061920,0
ovl_Bg_Po_Syokudai,13069744,13072352,13069744,0
ovl_Bg_Pushbox,13072352,13073232,13072352,0
ovl_Bg_Relay_Objects,13073232,13075168,13073232,0
ovl_Bg_Spot00_Break,13075168,13075584,13075168,0
ovl_Bg_Spot00_Hanebasi,13075584,13080256,13075584,0
ovl_Bg_Spot01_Fusya,13080256,13081056,13080256,0
ovl_Bg_Spot01_Idohashira,13081056,13084640,13081056,0
ovl_Bg_Spot01_Idomizu,13084640,13085568,13084640,0
ovl_Bg_Spot01_Idosoko,13085568,13086272,13085568,0
ovl_Bg_Spot01_Objects2,13086272,13087584,13086272,0
ovl_Bg_Spot02_Objects,13087584,13092832,13087584,0
ovl_Bg_Spot03_Taki,13092832,13095280,13092832,0
ovl_Bg_Spot05_Soko,13095280,13096064,13095280,0
ovl_Bg_Spot06_Objects,13096064,13101360,13096064,0
ovl_Bg_Spot07_Taki,13101360,13103056,13101360,0
ovl_Bg_Spot08_Bakudankabe,13103056,13104736,13103056,0
ovl_Bg_Spot08_Iceblock,13104736,13109216,13104736,0
ovl_Bg_Spot09_Obj,13109216,13110912,13109216,0
ovl_Bg_Spot11_Bakudankabe,13110912,13112560,13110912,0
ovl_Bg_Spot11_Oasis,13112560,13114512,13112560,0
ovl_Bg_Spot12_Gate,13114512,13115680,13114512,0
ovl_Bg_Spot12_Saku,13115680,13117024,13115680,0
ovl_Bg_Spot15_Rrbox,13117024,13120848,13117024,0
ovl_Bg_Spot15_Saku,13120848,13121840,13120848,0
ovl_Bg_Spot16_Bombstone,13121840,13128000,13121840,0
ovl_Bg_Spot16_Doughnut,13128000,13129920,13128000,0
ovl_Bg_Spot17_Bakudankabe,13129920,13132032,13129920,0
