ovl_Bg_Spot01_Fusya,C796C0,C799E0,C796C0,0
ovl_Bg_Spot01_Idohashira,C799E0,C7A7E0,C799E0,0
ovl_Bg_Spot01_Idomizu,C7A7E0,C7AB80,C7A7E0,0
ovl_Bg_Spot01_Idosoko,C7AB80,C7AE40,C7AB80,0
ovl_Bg_Spot01_Objects2,C7AE40,C7B360,C7AE40,0
ovl_Bg_Spot02_Objects,C7B360,C7C7E0,C7B360,0
ovl_Bg_Spot03_Taki,C7C7E0,C7D170,C7C7E0,0
ovl_Bg_Spot05_Soko,C7D170,C7D480,C7D170,0
ovl_Bg_Spot06_Objects,C7D480,C7E930,C7D480,0
ovl_Bg_Spot07_Taki,C7E930,C7EFD0,C7E930,0
ovl_Bg_Spot08_Bakudankabe,C7EFD0,C7F660,C7EFD0,0
ovl_Bg_Spot08_Iceblock,C7F660,C807E0,C7F660,0
ovl_Bg_Spot09_Obj,C807E0,C80E80,C807E0,0
ovl_Bg_Spot11_Bakudankabe,C80E80,C814F0,C80E80,0
ovl_Bg_Spot11_Oasis,C814F0,C81C90,C814F0,0
ovl_Bg_Spot12_Gate,C81C90,C82120,C81C90,0
ovl_Bg_Spot12_Saku,C82120,C82660,C82120,0
ovl_Bg_Spot15_Rrbox,C82660,C83550,C82660,0
ovl_Bg_Spot15_Saku,C83550,C83930,C83550,0
ovl_Bg_Spot16_Bombstone,C83930,C85140,C83930,0
ovl_Bg_Spot16_Doughnut,C85140,C858C0,C85140,0
ovl_Bg_Spot17_Bakudankabe,C858C0,C86100,C858C0,0
ovl_Bg_Spot17_Funen,C86100,C86410,C86100,0
ovl_Bg_Spot18_Basket,C86410,C87480,C86410,0
ovl_Bg_Spot18_Futa,C87480,C87610,C87480,0
ovl_Bg_Spot18_Obj,C87610,C880D0,C87610,0
ovl_Bg_Spot18_Shutter,C880D0,C88610,C880D0,0
ovl_Bg_Sst_Floor,C88610,C88C00,C88610,0
ovl_Bg_Toki_Hikari,C88C00,C89B40,C88C00,0
ovl_Bg_Toki_Swd,C89B40,C8B200,C89B40,0
ovl_Bg_Treemouth,C8B200,C8C8E0,C8B200,0
ovl_Bg_Umajump,C8C8E0,C8CA60,C8C8E0,0
ovl_Bg_Vb_Sima,C8CA60,C8D200,C8CA60,0
ovl_Bg_Ydan_Hasi,C8D200,C8DA40,C8D200,0
ovl_Bg_Ydan_Maruta,C8DA40,C8E110,C8DA40,0
ovl_Bg_Ydan_Sp,C8E110,C8F920,C8E110,0
ovl_Bg_Zg,C8F920,C8FE90,C8F920,0
ovl_Boss_Dodongo,C8FE90,C99AC0,C8FE90,0
ovl_Boss_Fd,C99AC0,CA1370,C99AC0,0
ovl_Boss_Fd2,CA1370,CA5570,CA1370,0
ovl_Boss_Ganon,CA5570,CC80C0,CA5570,0
ovl_Boss_Ganon2,CC80C0,CD9CA0,CC80C0,0
ovl_Boss_Ganondrof,CD9CA0,CDF070,CD9CA0,0
ovl_Boss_Goma,CDF070,CE5160,CDF070,0
ovl_Boss_Mo,CE5160,CF1120,CE5160,0
ovl_Boss_Sst,CF1120,CFD7E0,CF1120,0
ovl_Boss_Tw,CFD7E0,D11350,CFD7E0,0
ovl_Boss_Va,D11350,D1FFE0,D11350,0
ovl_Demo_6K,D1FFE0,D23160,D1FFE0,0
ovl_Demo_Du,D23160,D26B40,D23160,0
ovl_Demo_Ec,D26B40,D2A5E0,D26B40,0
ovl_Demo_Effect,D2A5E0,D30A20,D2A5E0,0
ovl_Demo_Ext,D30A20,D314D0,D30A20,0
ovl_Demo_Geff,D314D0,D31FC0,D314D0,0
ovl_Demo_Gj,D31FC0,D35F00,D31FC0,0
ovl_Demo_Go,D35F00,D36D00,D35F00,0
ovl_Demo_Gt,D36D00,D3C990,D36D00,0
ovl_Demo_Ik,D3C990,D3E270,D3C990,0
ovl_Demo_Im,D3E270,D42510,D3E270,0
ovl_Demo_Kankyo,D42510,D46610,D42510,0
ovl_Demo_Kekkai,D46610,D47AA0,D46610,0
ovl_Demo_Sa,D47AA0,D4A870,D47AA0,0
ovl_Demo_Shd,D4A870,D4CD00,D4A870,0
ovl_Demo_Tre_Lgt,D4CD00,D4D530,D4CD00,0
ovl_Door_Ana,D4D530,D4DC20,D4D530,0
ovl_Door_Gerudo,D4DC20,D4E290,D4DC20,0
ovl_Door_Killer,D4E290,D4F8E0,D4E290,0
ovl_Door_Shutter,D4F8E0,D51C60,D4F8E0,0
ovl_Door_Toki,D51C60,D51DC0,D51C60,0
ovl_Door_Warp1,D51DC0,D562E0,D51DC0,0
ovl_Efc_Erupc,D562E0,D56F00,D562E0,0
ovl_Eff_Dust,D56F00,D583E0,D56F00,0
ovl_Effect_Ss_Blast,D583E0,D587E0,D583E0,0
ovl_Effect_Ss_Bomb,D587E0,D58C80,D587E0,0
ovl_Effect_Ss_Bomb2,D58C80,D59670,D58C80,0
ovl_Effect_Ss_Bubble,D59670,D59B80,D59670,0
ovl_Effect_Ss_D_Fire,D59B80,D5A0D0,D59B80,0
ovl_Effect_Ss_Dead_Db,D5A0D0,D5A610,D5A0D0,0
ovl_Effect_Ss_Dead_Dd,D5A610,D5AC40,D5A610,0
ovl_Effect_Ss_Dead_Ds,D5AC40,D5B160,D5AC40,0
ovl_Effect_Ss_Dead_Sound,D5B160,D5B2E0,D5B160,0
ovl_Effect_Ss_Dt_Bubble,D5B2E0,D5B900,D5B2E0,0
ovl_Effect_Ss_Dust,D5B900,D5C190,D5B900,0
ovl_Effect_Ss_En_Fire,D5C190,D5C960,D5C190,0
ovl_Effect_Ss_En_Ice,D5C960,D5D2F0,D5C960,0
ovl_Effect_Ss_Extra,D5D2F0,D5D750,D5D2F0,0
ovl_Effect_Ss_Fcircle,D5D750,D5DC90,D5D750,0
ovl_Effect_Ss_Fhg_Flash,D5DC90,D5ED70,D5DC90,0
ovl_Effect_Ss_Fire_Tail,D5ED70,D5F500,D5ED70,0
ovl_Effect_Ss_G_Fire,D5F500,D5F780,D5F500,0
ovl_Effect_Ss_G_Magma,D5F780,D5F9D0,D5F780,0
ovl_Effect_Ss_G_Magma2,D5F9D0,D5FF90,D5F9D0,0
ovl_Effect_Ss_G_Ripple,D5FF90,D60560,D5FF90,0
ovl_Effect_Ss_G_Spk,D60560,D60B70,D60560,0
ovl_Effect_Ss_G_Splash,D60B70,D61020,D60B70,0
ovl_Effect_Ss_Hahen,D61020,D61780,D61020,0
ovl_Effect_Ss_HitMark,D61780,D61D30,D61780,0
ovl_Effect_Ss_Ice_Piece,D61D30,D62220,D61D30,0
ovl_Effect_Ss_Ice_Smoke,D62220,D627E0,D62220,0
ovl_Effect_Ss_K_Fire,D627E0,D62CB0,D627E0,0
ovl_Effect_Ss_Kakera,D62CB0,D63E40,D62CB0,0
ovl_Effect_Ss_KiraKira,D63E40,D64520,D63E40,0
ovl_Effect_Ss_Lightning,D64520,D64C60,D64520,0
ovl_Effect_Ss_Sibuki,D64C60,D65390,D64C60,0
ovl_Effect_Ss_Sibuki2,D65390,D65760,D65390,0
ovl_Effect_Ss_Solder_Srch_Ball,D65760,D65900,D65760,0
ovl_Effect_Ss_Stick,D65900,D65D30,D65900,0
ovl_Effect_Ss_Stone1,D65D30,D66150,D65D30,0
ovl_Elf_Msg,D66150,D66D30,D66150,0
ovl_Elf_Msg2,D66D30,D67550,D66D30,0
ovl_En_Am,D67550,D699A0,D67550,0
ovl_En_Ani,D699A0,D6A750,D699A0,0
ovl_En_Anubice,D6A750,D6BBD0,D6A750,0
ovl_En_Anubice_Fire,D6BBD0,D6CA30,D6BBD0,0
ovl_En_Anubice_Tag,D6CA30,D6CE00,D6CA30,0
ovl_En_Arow_Trap,D6CE00,D6CF50,D6CE00,0
ovl_En_Arrow,D6CF50,D6E730,D6CF50,0
ovl_En_Attack_Niw,D6E730,D6F980,D6E730,0
ovl_En_Ba,D6F980,D71910,D6F980,0
ovl_En_Bb,D71910,D75660,D71910,0
ovl_En_Bdfire,D75660,D76290,D75660,0
ovl_En_Bigokuta,D76290,D78ED0,D76290,0
ovl_En_Bili,D78ED0,D7B1E0,D78ED0,0
ovl_En_Bird,D7B1E0,D7B690,D7B1E0,0
ovl_En_Blkobj,D7B690,D7BD00,D7B690,0
ovl_En_Bom,D7BD00,D7CC60,D7BD00,0
ovl_En_Bom_Bowl_Man,D7CC60,D7E470,D7CC60,0
ovl_En_Bom_Bowl_Pit,D7E470,D7EE60,D7E470,0
ovl_En_Bom_Chu,D7EE60,D80590,D7EE60,0
ovl_En_Bombf,D80590,D81AB0,D80590,0
ovl_En_Boom,D81AB0,D823F0,D81AB0,0
ovl_En_Box,D823F0,D84130,D823F0,0
ovl_En_Brob,D84130,D85220,D84130,0
ovl_En_Bubble,D85220,D86690,D85220,0
ovl_En_Butte,D86690,D87D00,D86690,0
ovl_En_Bw,D87D00,D8B100,D87D00,0
ovl_En_Bx,D8B100,D8BCB0,D8B100,0
ovl_En_Changer,D8BCB0,D8CBD0,D8BCB0,0
ovl_En_Clear_Tag,D8CBD0,D959F0,D8CBD0,0
ovl_En_Cow,D959F0,D96E30,D959F0,0
ovl_En_Crow,D96E30,D984A0,D96E30,0
ovl_En_Cs,D984A0,D99720,D984A0,0
ovl_En_Daiku,D99720,D9AF10,D99720,0
ovl_En_Daiku_Kakariko,D9AF10,D9C3C0,D9AF10,0
ovl_En_Dekubaba,D9C3C0,DA0150,D9C3C0,0
ovl_En_Dekunuts,DA0150,DA1930,DA0150,0
ovl_En_Dh,DA1930,DA3470,DA1930,0
ovl_En_Dha,DA3470,DA4460,DA3470,0
ovl_En_Diving_Game,DA4460,DA5F40,DA4460,0
ovl_En_Dns,DA5F40,DA74D0,DA5F40,0
ovl_En_Dnt_Demo,DA74D0,DA86D0,DA74D0,0
ovl_En_Dnt_Jiji,DA86D0,DA9EB0,DA86D0,0
ovl_En_Dnt_Nomal,DA9EB0,DACFB0,DA9EB0,0
ovl_En_Dodojr,DACFB0,DAEE40,DACFB0,0
ovl_En_Dodongo,DAEE40,DB1BC0,DAEE40,0
ovl_En_Dog,DB1BC0,DB2DC0,DB1BC0,0
ovl_En_Door,DB2DC0,DB3C20,DB2DC0,0
ovl_En_Ds,DB3C20,DB4820,DB3C20,0
ovl_En_Du,DB4820,DB62E0,DB4820,0
ovl_En_Dy_Extra,DB62E0,DB6980,DB62E0,0
ovl_En_Eg,DB6980,DB6B90,DB6980,0
ovl_En_Eiyer,DB6B90,DB8820,DB6B90,0
ovl_En_Elf,DB8820,DBD310,DB8820,0
ovl_En_Encount1,DBD310,DBE580,DBD310,0
ovl_En_Encount2,DBE580,DBFA90,DBE580,0
ovl_En_Ex_Item,DBFA90,DC1000,DBFA90,0
ovl_En_Ex_Ruppy,DC1000,DC22B0,DC1000,0
ovl_En_Fd,DC22B0,DC50A0,DC22B0,0
ovl_En_Fd_Fire,DC50A0,DC5E50,DC50A0,0
ovl_En_Fhg_Fire,DC5E50,DC8810,DC5E50,0
ovl_En_Fire_Rock,DC8810,DC9C60,DC8810,0
ovl_En_Firefly,DC9C60,DCBE70,DC9C60,0
ovl_En_Fish,DCBE70,DCE100,DCBE70,0
ovl_En_Floormas,DCE100,DD1590,DCE100,0
ovl_En_Fr,DD1590,DD4400,DD1590,0
ovl_En_Fu,DD4400,DD5180,DD4400,0
ovl_En_Fw,DD5180,DD69A0,DD5180,0
ovl_En_Fz,DD69A0,DD8AA0,DD69A0,0
ovl_En_G_Switch,DD8AA0,DDA940,DD8AA0,0
ovl_En_Ganon_Mant,DDA940,DDEBE0,DDA940,0
ovl_En_Ganon_Organ,DDEBE0,DE5D60,DDEBE0,0
ovl_En_Gb,DE5D60,DE7550,DE5D60,0
ovl_En_Ge1,DE7550,DE97B0,DE7550,0
ovl_En_Ge2,DE97B0,DEB200,DE97B0,0
ovl_En_Ge3,DEB200,DEBEF0,DEB200,0
ovl_En_GeldB,DEBEF0,DF1330,DEBEF0,0
ovl_En_GirlA,DF1330,DF42C0,DF1330,0
ovl_En_Gm,DF42C0,DF5150,DF42C0,0
ovl_En_Go,DF5150,DF9910,DF5150,0
ovl_En_Go2,DF9910,DFFAA0,DF9910,0
ovl_En_Goma,DFFAA0,E02880,DFFAA0,0
ovl_En_Goroiwa,E02880,E04F00,E02880,0
ovl_En_Gs,E04F00,E06E00,E04F00,0
ovl_En_Guest,E06E00,E07930,E06E00,0
ovl_En_Hata,E07930,E07EB0,E07930,0
ovl_En_Heishi1,E07EB0,E09A80,E07EB0,0
ovl_En_Heishi2,E09A80,E0C220,E09A80,0
ovl_En_Heishi3,E0C220,E0CCB0,E0C220,0
ovl_En_Heishi4,E0CCB0,E0DDE0,E0CCB0,0
ovl_En_Hintnuts,E0DDE0,E0F7F0,E0DDE0,0
ovl_En_Holl,E0F7F0,E10810,E0F7F0,0
ovl_En_Honotrap,E10810,E11ED0,E10810,0
ovl_En_Horse,E11ED0,E1E130,E11ED0,0
ovl_En_Horse_Game_Check,E1E130,E1F240,E1E130,0
ovl_En_Horse_Ganon,E1F240,E1FFB0,E1F240,0
ovl_En_Horse_Link_Child,E1FFB0,E21E30,E1FFB0,0
ovl_En_Horse_Normal,E21E30,E244B0,E21E30,0
ovl_En_Horse_Zelda,E244B0,E24F80,E244B0,0
ovl_En_Hs,E24F80,E25B80,E24F80,0
ovl_En_Hs2,E25B80,E26190,E25B80,0
ovl_En_Hy,E26190,E29BD0,E26190,0
ovl_En_Ice_Hono,E29BD0,E2AEF0,E29BD0,0
ovl_En_Ik,E2AEF0,E2FB80,E2AEF0,0
ovl_En_In,E2FB80,E329F0,E2FB80,0
ovl_En_Insect,E329F0,E35030,E329F0,0
ovl_En_Ishi,E35030,E3E250,E35030,0
ovl_En_It,E3E250,E3E3D0,E3E250,0
ovl_En_Jj,E3E3D0,E3F9E0,E3E3D0,0
ovl_En_Js,E3F9E0,E40370,E3F9E0,0
ovl_En_Jsjutan,E40370,E451E0,E40370,0
ovl_En_Kakasi,E451E0,E46080,E451E0,0
ovl_En_Kakasi2,E46080,E46D90,E46080,0
ovl_En_Kakasi3,E46D90,E48010,E46D90,0
ovl_En_Kanban,E48010,E4B3C0,E48010,0
ovl_En_Karebaba,E4B3C0,E4CE20,E4B3C0,0
ovl_En_Ko,E4CE20,E51010,E4CE20,0
ovl_En_Kusa,E51010,E525C0,E51010,0
ovl_En_Kz,E525C0,E53BB0,E525C0,0
ovl_En_Light,E53BB0,E54A40,E53BB0,0
ovl_En_Lightbox,E54A40,E54EB0,E54A40,0
ovl_En_M_Fire1,E54EB0,E55050,E54EB0,0
ovl_En_M_Thunder,E55050,E56700,E55050,0
ovl_En_Ma1,E56700,E57A10,E56700,0
ovl_En_Ma2,E57A10,E58B10,E57A10,0
ovl_En_Ma3,E58B10,E59B70,E58B10,0
ovl_En_Mag,E59B70,E5C0C0,E59B70,0
ovl_En_Mb,E5C0C0,E602C0,E5C0C0,0
ovl_En_Md,E602C0,E62970,E602C0,0
ovl_En_Mk,E62970,E637E0,E62970,0
ovl_En_Mm,E637E0,E64EC0,E637E0,0
ovl_En_Mm2,E64EC0,E65D90,E64EC0,0
ovl_En_Ms,E65D90,E66490,E65D90,0
ovl_En_Mu,E66490,E66E00,E66490,0
ovl_En_Nb,E66E00,E6B7F0,E66E00,0
ovl_En_Niw,E6B7F0,E6EFF0,E6B7F0,0
ovl_En_Niw_Girl,E6EFF0,E6FCB0,E6EFF0,0
ovl_En_Niw_Lady,E6FCB0,E71AC0,E6FCB0,0
ovl_En_Nutsball,E71AC0,E72150,E71AC0,0
ovl_En_Nwc,E72150,E72C20,E72150,0
ovl_En_Ny,E72C20,E74710,E72C20,0
ovl_En_OE2,E74710,E747D0,E74710,0
ovl_En_Okarina_Effect,E747D0,E74D90,E747D0,0
ovl_En_Okarina_Tag,E74D90,E766D0,E74D90,0
ovl_En_Okuta,E766D0,E78D10,E766D0,0
ovl_En_Ossan,E78D10,E7FF90,E78D10,0
ovl_En_Owl,E7FF90,E83E40,E7FF90,0
ovl_En_Part,E83E40,E85510,E83E40,0
ovl_En_Peehat,E85510,E88D20,E85510,0
ovl_En_Po_Desert,E88D20,E89B70,E88D20,0
ovl_En_Po_Field,E89B70,E8D720,E89B70,0
ovl_En_Po_Relay,E8D720,E8EF70,E8D720,0
ovl_En_Po_Sisters,E8EF70,E93D30,E8EF70,0
ovl_En_Poh,E93D30,E980A0,E93D30,0
ovl_En_Pu_box,E980A0,E983E0,E980A0,0
ovl_En_Rd,E983E0,E9ACB0,E983E0,0
ovl_En_Reeba,E9ACB0,E9C910,E9ACB0,0
ovl_En_River_Sound,E9C910,E9D290,E9C910,0
ovl_En_Rl,E9D290,E9E420,E9D290,0
ovl_En_Rr,E9E420,EA0BF0,E9E420,0
ovl_En_Ru1,EA0BF0,EA8530,EA0BF0,0
ovl_En_Ru2,EA8530,EAB540,EA8530,0
ovl_En_Sa,EAB540,EAD7D0,EAB540,0
ovl_En_Sb,EAD7D0,EAEC50,EAD7D0,0
ovl_En_Scene_Change,EAEC50,EAEE00,EAEC50,0
ovl_En_Sda,EAEE00,EB0640,EAEE00,0
ovl_En_Shopnuts,EB0640,EB15B0,EB0640,0
ovl_En_Si,EB15B0,EB1AA0,EB15B0,0
ovl_En_Siofuki,EB1AA0,EB28C0,EB1AA0,0
ovl_En_Skb,EB28C0,EB41D0,EB28C0,0
ovl_En_Skj,EB41D0,EB7DC0,EB41D0,0
ovl_En_Skjneedle,EB7DC0,EB8180,EB7DC0,0
ovl_En_Ssh,EB8180,EBA7A0,EB8180,0
ovl_En_St,EBA7A0,EBD450,EBA7A0,0
ovl_En_Sth,EBD450,EC16B0,EBD450,0
ovl_En_Stream,EC16B0,EC1CC0,EC16B0,0
ovl_En_Sw,EC1CC0,EC5540,EC1CC0,0
ovl_En_Syateki_Itm,EC5540,EC6700,EC5540,0
ovl_En_Syateki_Man,EC6700,EC7780,EC6700,0
ovl_En_Syateki_Niw,EC7780,EC9930,EC7780,0
ovl_En_Ta,EC9930,ECD3F0,EC9930,0
ovl_En_Takara_Man,ECD3F0,ECDDC0,ECD3F0,0
ovl_En_Tana,ECDDC0,ECE1F0,ECDDC0,0
ovl_En_Tg,ECE1F0,ECE910,ECE1F0,0
ovl_En_Tite,ECE910,ED1790,ECE910,0
ovl_En_Tk,ED1790,ED3720,ED1790,0
ovl_En_Torch,ED3720,ED3810,ED3720,0
ovl_En_Torch2,ED3810,ED5FC0,ED3810,0
ovl_En_Toryo,ED5FC0,ED6C30,ED5FC0,0
ovl_En_Tp,ED6C30,ED8B40,ED6C30,0
ovl_En_Tr,ED8B40,EDA4B0,ED8B40,0
ovl_En_Trap,EDA4B0,EDB740,EDA4B0,0
ovl_En_Tubo_Trap,EDB740,EDC500,EDB740,0
ovl_En_Vali,EDC500,EDED00,EDC500,0
ovl_En_Vase,EDED00,EDEDF0,EDED00,0
ovl_En_Vb_Ball,EDEDF0,EE0050,EDEDF0,0
ovl_En_Viewer,EE0050,EE3290,EE0050,0
ovl_En_Vm,EE3290,EE4C20,EE3290,0
ovl_En_Wall_Tubo,EE4C20,EE5350,EE4C20,0
ovl_En_Wallmas,EE5350,EE6E50,EE5350,0
ovl_En_Weather_Tag,EE6E50,EE80C0,EE6E50,0
ovl_En_Weiyer,EE80C0,EE9AE0,EE80C0,0
ovl_En_Wf,EE9AE0,EEDE90,EE9AE0,0
ovl_En_Wonder_Item,EEDE90,EEEE40,EEDE90,0
ovl_En_Wonder_Talk,EEEE40,EEFC20,EEEE40,0
ovl_En_Wonder_Talk2,EEFC20,EF0CC0,EEFC20,0
ovl_En_Wood02,EF0CC0,EF1F20,EF0CC0,0
ovl_En_Xc,EF1F20,EF8AD0,EF1F20,0
ovl_En_Yabusame_Mark,EF8AD0,EF96D0,EF8AD0,0
ovl_En_Yukabyun,EF96D0,EF9D60,EF96D0,0
