File name,VROM start,VROM end,ROM start,ROM end,Size (VROM),Compressed?,VRAM start,VRAM end,Size (VRAM),bss,type,number
ovl_En_Kujiya,103A200,103AFF0,DFB750,DFBFC0,DF0,Y,80BB3BC0,80BB49B0,DF0,0,actor,239
ovl_En_Geg,103AFF0,103E020,DFBFC0,DFE020,3030,Y,80BB49B0,80BB79E0,3030,0,actor,23A
ovl_Obj_Kinoko,103E020,103E3E0,DFE020,DFE3B0,3C0,Y,80BB79E0,80BB7DA0,3C0,0,actor,23B
ovl_Obj_Yasi,103E3E0,103E6B0,DFE3B0,DFE650,2D0,Y,80BB7DA0,80BB8070,2D0,0,actor,23C
ovl_En_Tanron1,103E6B0,1040080,DFE650,DFF6C0,19D0,Y,80BB8070,80BB9A40,19D0,0,actor,23D
ovl_En_Tanron2,1040080,1041D00,DFF6C0,E00B80,1C80,Y,80BB9A40,80BBB810,1DD0,150,actor,23E
ovl_En_Tanron3,1041D00,1043040,E00B80,E01A60,1340,Y,80BBB810,80BBCB50,1340,0,actor,23F
ovl_Obj_Chan,1043040,10443F0,E01A60,E02AE0,13B0,Y,80BBCB50,80BBDF10,13C0,10,actor,240
ovl_En_Zos,10443F0,10461D0,E02AE0,E03DF0,1DE0,Y,80BBDF10,80BBFCF0,1DE0,0,actor,241
ovl_En_S_Goro,10461D0,1049450,E03DF0,E05CD0,3280,Y,80BBFCF0,80BC2F70,3280,0,actor,242
ovl_En_Nb,1049450,104AFA0,E05CD0,E06FD0,1B50,Y,80BC2F70,80BC4AC0,1B50,0,actor,243
ovl_En_Ja,104AFA0,104D020,E06FD0,E085F0,2080,Y,80BC4AC0,80BC6B40,2080,0,actor,244
ovl_Bg_F40_Block,104D020,104DE50,E085F0,E08F60,E30,Y,80BC6B40,80BC7970,E30,0,actor,245
ovl_Bg_F40_Switch,104DE50,104E2F0,E08F60,E092C0,4A0,Y,80BC7970,80BC7E10,4A0,0,actor,246
ovl_En_Po_Composer,104E2F0,104FFB0,E092C0,E0A5F0,1CC0,Y,80BC7E10,80BC9AD0,1CC0,0,actor,247
ovl_En_Guruguru,104FFB0,1050E90,E0A5F0,E0B190,EE0,Y,80BC9AD0,80BCA9B0,EE0,0,actor,248
ovl_Oceff_Wipe5,1050E90,1052620,E0B190,E0C8B0,1790,Y,80BCA9B0,80BCC150,17A0,10,actor,249
ovl_En_Stone_heishi,1052620,1053910,E0C8B0,E0D710,12F0,Y,80BCC150,80BCD440,12F0,0,actor,24A
ovl_Oceff_Wipe6,1053910,1053F60,E0D710,E0DC20,650,Y,80BCD440,80BCDA90,650,0,actor,24B
ovl_En_Scopenuts,1053F60,1056360,E0DC20,E0F510,2400,Y,80BCDA90,80BCFE90,2400,0,actor,24C
ovl_En_Scopecrow,1056360,1057010,E0F510,E0FEF0,CB0,Y,80BCFE90,80BD0B40,CB0,0,actor,24D
ovl_Oceff_Wipe7,1057010,1057E70,E0FEF0,E10640,E60,Y,80BD0B40,80BD19B0,E70,10,actor,24E
ovl_Eff_Kamejima_Wave,1057E70,1058510,E10640,E10B60,6A0,Y,80BD19B0,80BD2060,6B0,10,actor,24F
ovl_En_Hg,1058510,10595E0,E10B60,E11700,10D0,Y,80BD2060,80BD3130,10D0,0,actor,250
ovl_En_Hgo,10595E0,105A510,E11700,E12200,F30,Y,80BD3130,80BD4060,F30,0,actor,251
ovl_En_Zov,105A510,105BD60,E12200,E13300,1850,Y,80BD4060,80BD58B0,1850,0,actor,252
ovl_En_Ah,105BD60,105D3C0,E13300,E14230,1660,Y,80BD58B0,80BD6F10,1660,0,actor,253
ovl_Obj_Hgdoor,105D3C0,105DA50,E14230,E14720,690,Y,80BD6F10,80BD75A0,690,0,actor,254
ovl_Bg_Ikana_Bombwall,105DA50,105E6D0,E14720,E14FE0,C80,Y,80BD75A0,80BD8220,C80,0,actor,255
ovl_Bg_Ikana_Ray,105E6D0,105E9A0,E14FE0,E15210,2D0,Y,80BD8220,80BD84F0,2D0,0,actor,256
ovl_Bg_Ikana_Shutter,105E9A0,105F110,E15210,E15670,770,Y,80BD84F0,80BD8C60,770,0,actor,257
ovl_Bg_Haka_Bombwall,105F110,105F870,E15670,E15C50,760,Y,80BD8C60,80BD93C0,760,0,actor,258
ovl_Bg_Haka_Tomb,105F870,105FC00,E15C50,E15F10,390,Y,80BD93C0,80BD9750,390,0,actor,259
ovl_En_Sc_Ruppe,105FC00,1060200,E15F10,E16400,600,Y,80BD9750,80BD9D50,600,0,actor,25A
ovl_Bg_Iknv_Doukutu,1060200,1060DA0,E16400,E16C70,BA0,Y,80BD9D50,80BDA8F0,BA0,0,actor,25B
ovl_Bg_Iknv_Obj,1060DA0,10615A0,E16C70,E17240,800,Y,80BDA8F0,80BDB0F0,800,0,actor,25C
ovl_En_Pamera,10615A0,1063D20,E17240,E18A10,2780,Y,80BDB0F0,80BDD870,2780,0,actor,25D
ovl_Obj_HsStump,1063D20,1064340,E18A10,E18F60,620,Y,80BDD870,80BDDE90,620,0,actor,25E
ovl_En_Hidden_Nuts,1064340,10655E0,E18F60,E19C80,12A0,Y,80BDDE90,80BDF130,12A0,0,actor,25F
ovl_En_Zow,10655E0,1067350,E19C80,E1B0A0,1D70,Y,80BDF130,80BE0EA0,1D70,0,actor,260
ovl_En_Talk,1067350,1067510,E1B0A0,E1B200,1C0,Y,80BE0EA0,80BE1060,1C0,0,actor,261
ovl_En_Al,1067510,1069850,E1B200,E1C940,2340,Y,80BE1060,80BE33A0,2340,0,actor,262
ovl_En_Tab,1069850,106AFF0,E1C940,E1DA10,17A0,Y,80BE33A0,80BE4B40,17A0,0,actor,263
ovl_En_Nimotsu,106AFF0,106B3A0,E1DA10,E1DD60,3B0,Y,80BE4B40,80BE4EF0,3B0,0,actor,264
ovl_En_Hit_Tag,106B3A0,106B5D0,E1DD60,E1DF40,230,Y,80BE4EF0,80BE5120,230,0,actor,265
ovl_En_Ruppecrow,106B5D0,106CEF0,E1DF40,E1F060,1920,Y,80BE5120,80BE6A40,1920,0,actor,266
ovl_En_Tanron4,106CEF0,106DCA0,E1F060,E1F9D0,DB0,Y,80BE6A40,80BE77F0,DB0,0,actor,267
ovl_En_Tanron5,106DCA0,106F3D0,E1F9D0,E20A80,1730,Y,80BE77F0,80BE8F20,1730,0,actor,268
ovl_En_Tanron6,106F3D0,106F560,E20A80,E20BE0,190,Y,80BE8F20,80BE90B0,190,0,actor,269
ovl_En_Daiku2,106F560,1070F10,E20BE0,E21EF0,19B0,Y,80BE90B0,80BEAA60,19B0,0,actor,26A
ovl_En_Muto,1070F10,1071930,E21EF0,E22740,A20,Y,80BEAA60,80BEB480,A20,0,actor,26B
ovl_En_Baisen,1071930,1072360,E22740,E22F80,A30,Y,80BEB480,80BEBEB0,A30,0,actor,26C
ovl_En_Heishi,1072360,1072990,E22F80,E234E0,630,Y,80BEBEB0,80BEC4E0,630,0,actor,26D
ovl_En_Demo_heishi,1072990,1072FD0,E234E0,E23A50,640,Y,80BEC4E0,80BECB20,640,0,actor,26E
ovl_En_Dt,1072FD0,10749D0,E23A50,E24D80,1A00,Y,80BECB20,80BEE520,1A00,0,actor,26F
ovl_En_Cha,10749D0,1074DF0,E24D80,E25100,420,Y,80BEE520,80BEE940,420,0,actor,270
ovl_Obj_Dinner,1074DF0,1074F70,E25100,E25250,180,Y,80BEE940,80BEEAC0,180,0,actor,271
ovl_Eff_Lastday,1074F70,10756F0,E25250,E256F0,780,Y,80BEEAC0,80BEF240,780,0,actor,272
ovl_Bg_Ikana_Dharma,10756F0,1076080,E256F0,E25F40,990,Y,80BEF240,80BEFBE0,9A0,10,actor,273
ovl_En_Akindonuts,1076080,107A0A0,E25F40,E28690,4020,Y,80BEFBE0,80BF3C00,4020,0,actor,274
ovl_Eff_Stk,107A0A0,107A460,E28690,E289F0,3C0,Y,80BF3C00,80BF3FC0,3C0,0,actor,275
ovl_En_Ig,107A460,107CC30,E289F0,E2A520,27D0,Y,80BF3FC0,80BF6790,27D0,0,actor,276
ovl_En_Rg,107CC30,107EF20,E2A520,E2BFB0,22F0,Y,80BF6790,80BF8A90,2300,10,actor,277
ovl_En_Osk,107EF20,10807E0,E2BFB0,E2CE70,18C0,Y,80BF8A90,80BFA350,18C0,0,actor,278
ovl_En_Sth2,10807E0,1083400,E2CE70,E2E9C0,2C20,Y,80BFA350,80BFCF70,2C20,0,actor,279
