E1F0,8008E250,getmemsize
E310,8008E370,pfssearchfile
E4E0,8008E540,seteventmesg
E5A0,8008E600,sqrtf
E5B0,8008E610,afterprenmi
E5D0,8008E630,contquery
E670,8008E6D0,lookathil
EEF0,8008EF50,xprintf
FBD0,8008FC30,voicecleardictionary
FC80,8008FCE0,unmaptlball
FCD0,8008FD30,epidma
FD70,8008FDD0,voicecontread2
FFA0,80090000,voicecrc
10040,800900A0,string
100E0,80090140,createmesgqueue
10110,80090170,invalicache
10190,800901F0,invaldcache
10240,800902A0,timerintr
10670,800906D0,voicecontread36
108A0,80090900,sp
108D0,80090930,si
10900,80090960,guMtxIdent
10950,800909B0,jammesg
10AA0,80090B00,setthreadpri
10B80,80090BE0,getthreadpri
10BA0,80090C00,epirawread
10D00,80090D60,viswapbuf
10D50,80090DB0,position
10F60,80090FC0,epirawdma
11140,800911A0,sptaskyielded
111A0,80091200,bcmp
112C0,80091320,gettime
11350,800913B0,rotate
11520,80091580,setglobalintmask
11570,800915D0,voiceinit
116B0,80091710,contchannelreset
117A0,80091800,voicesetadconverter
11990,800919F0,aisetfreq
11AE0,80091B40,contramread
11D10,80091D70,voicecontwrite20
11F40,80091FA0,crc
120B0,80092110,getactivequeue
120C0,80092120,normalize
12120,80092180,setcompare
12130,80092190,getcompare
12140,800921A0,dpgetstat
12150,800921B0,dpsetstat
12160,800921C0,bcopy
12470,800924D0,resetglobalintmask
124D0,80092530,pfsdeletefile
12740,800927A0,ortho
12900,80092960,interrupt
12990,800929F0,vi
12AB0,80092B10,viswapcontext
12DB0,80092E10,pigetcmdq
12DE0,80092E40,cosf
12F50,80092FB0,epiread
12FA0,80093000,visetspecial
13100,80093160,coss
13130,80093190,settime
13160,800931C0,voicestopread
13280,800932E0,visetevent
132E0,80093340,pfsisplug
135D0,80093630,voicegetstatus
137C0,80093820,cartrominit
13920,80093980,guS2DInitBg
13AA0,80093B00,pfsselectbank
13B20,80093B80,contsetch
13B80,80093BE0,setfpccsr
13B90,80093BF0,getfpccsr
13BA0,80093C00,pfsfilestate
13D80,80093DE0,pfsinitpak
14090,800940F0,pfschecker
14A40,80094AA0,aigetlen
14A50,80094AB0,epiwrite
14AA0,80094B00,maptlbrdb
14B00,80094B60,yieldthread
14B50,80094BB0,[PADDING]
14B60,80094BC0,guTranslate
14C30,80094C90,getcause
14C40,80094CA0,contramwrite
14E90,80094EF0,epirawwrite
14FF0,80095050,settimer
15180,800951E0,xldtob
15C90,80095CF0,ldiv
15E20,80095E80,xlitob
160C0,80096120,sirawwrite
16110,80096170,spgetstat
16120,80096180,spsetstat
16130,80096190,[PADDING]
16140,800961A0,vimgr
16450,800964B0,vigetcurrcontext
16460,800964C0,writebackdcacheall
16490,800964F0,getcurrfaultthread
164A0,80096500,voicemaskdictionary
165D0,80096630,[PADDING]
165E0,80096640,guMtxF2L
16650,800966B0,startthread
167A0,80096800,visetyscale
167F0,80096850,visetxscale
16900,80096960,llcvt
16B10,80096B70,voicecheckword
17200,80097260,voicecontrolgain
172B0,80097310,voicestartreaddata
17370,800973D0,vigetcurrframebuf
173B0,80097410,spsetpc
173E0,80097440,voicecontwrite4
17610,80097670,gethwinterrupt
17640,800976A0,sethwinterrupt
176B0,80097710,getwatchlo
176C0,80097720,setwatchlo
176D0,80097730,fmodf
17720,80097780,__osMemset
17750,800977B0,__osStrcmp
17790,800977F0,__osStrcpy
177D0,80097830,__osMemcpy

offset,vram,.data
17860,800978C0,rsp_boot

offset,vram,.rodata
190A0,80099100,boot_main

offset,vram,.bss
1AFF0,8009B050,boot_main
21390,800BC3E0,.end
