offset,vram,.text
0,80080060,boot_main
F0,80080150,idle
580,800805E0,viconfig
730,80080790,z_std_dma
DD0,80080E30,yaz0
11F0,80081250,irqmgr
17B0,80081810,CIC6105
1A30,80081A90,syncprintf
1A90,80081AF0,[PADDING]
1AA0,80081B00,fault
3FD0,80084030,fault_drawer
4A60,80084AC0,boot_80084940
4D90,80084DF0,loadfragment
5440,800854A0,loadfragment2
58F0,80085950,padutils
5AE0,80085B40,stackcheck
5DE0,80085E40,gfxprint
6990,800869F0,mtxuty-cvt
6B00,80086B60,assert
6C20,80086C80,boot_800862E0
6F60,80086FC0,padsetup
70A0,80087100,boot_80086760
75B0,80087610,fp
7710,80087770,system_malloc
78E0,80087940,rand
7AA0,80087B00,__osMalloc
86D0,80088730,sprintf
87A0,80088800,printutils
8800,80088860,sleep
89A0,80088A00,setcause
89B0,80088A10,sendmesg
8B00,80088B60,pfsfreeblocks
8CA0,80088D00,viextend
8CB0,80088D10,stopthread
8D70,80088DD0,recvmesg
8EB0,80088F10,setintmask
8F50,80088FB0,getintmask
8FB0,80089010,voicesetword
9140,800891A0,guScale
91F0,80089250,sinf
93B0,80089410,sins
9420,80089480,sptask
96E0,80089740,ll
99A0,80089A00,exceptasm
A2D0,8008A330,thread
A310,8008A370,destroythread
A420,8008A480,voicecheckresult
A4D0,8008A530,bzero
A570,8008A5D0,motor
A940,8008A9A0,siacs
AA00,8008AA60,controller
ACE0,8008AD40,createthread
AE30,8008AE90,contreaddata
B010,8008B070,voicegetreaddata
B3E0,8008B440,virtualtophysical
B460,8008B4C0,getsr
B470,8008B4D0,setsr
B480,8008B4E0,writebackdcache
B500,8008B560,initialize
B850,8008B8B0,[PADDING]
B8B0,8008B910,vigetnextframebuf
B8F0,8008B950,perspective
BB80,8008BBE0,sprawdma
BC10,8008BC70,sirawdma
BCC0,8008BD20,epilinkhandle
BD10,8008BD70,viblack
BD80,8008BDE0,sirawread
BDD0,8008BE30,getthreadid
BDF0,8008BE50,sptaskyield
BE10,8008BE70,pfsreadwritefile
C260,8008C2C0,pfsgetstatus
C490,8008C4F0,[PADDING]
C4A0,8008C500,guMtxIdentF
C4F0,8008C550,visetmode
C550,8008C5B0,getconfig
C560,8008C5C0,setconfig
C570,8008C5D0,lookat
C890,8008C8F0,pfsallocatefile
CD10,8008CD70,stoptimer
CE00,8008CE60,probetlb
CEC0,8008CF20,pimgr
D030,8008D090,piacs
D0F0,8008D150,[PADDING]
D100,8008D160,devmgr
D510,8008D570,pirawdma
D5E0,8008D640,contpfs
E160,8008E1C0,getcount
E170,8008E1D0,[PADDING]
E180,8008E1E0,guMtxL2F
