80080150,Idle_ClearMemory
80081B70,Fault_AddClient
8008A530,bzero
800B55F0,Actor_PrintLists
800B7334,func_800B5814
800B941C,Actor_UpdateBgCheckInfo
800B992C,Hilite_Draw
800B9B08,Hilite_DrawOpa
800B9B40,Hilite_DrawXlu
800ECE6C,CutsceneCmd_DestinationDefault
800EFDFC,Cutscene_IsPlaying
