name,text size,data size,rodata size,ovl size,bss size
ovl_00910440,0x8F0,0x90,0x10,0x0,0x0
ovl_00910E50,0x430,0x60,0x10,0x0,0x0
ovl_00911340,0xB0,0x70,0x0,0x0,0x0
ovl_00911490,0x380,0x60,0x0,0x0,0x0
ovl_009118A0,0x0,0x50,0x0,0x0,0x0
ovl_00911910,0x430,0xE0,0x0,0x0,0x0
ovl_00911E60,0x1C0,0x50,0x0,0x0,0x0
ovl_009120B0,0x990,0x20,0x0,0x0,0x0
ovl_00912A90,0x0,0x50,0x0,0x0,0x0
ovl_00912B00,0x0,0x50,0x0,0x0,0x0
ovl_00912B70,0x0,0x50,0x0,0x0,0x0
ovl_00912BE0,0x0,0x50,0x0,0x0,0x0
ovl_00912C50,0x0,0x50,0x0,0x0,0x0
ovl_00912CC0,0x0,0x50,0x0,0x0,0x0
ovl_00912D30,0x0,0x50,0x0,0x0,0x0
ovl_00912DA0,0x0,0x50,0x0,0x0,0x0
ovl_00912E10,0x80,0x60,0x0,0x0,0x0
ovl_00912F20,0x0,0x50,0x0,0x0,0x0
ovl_00912F90,0x0,0x50,0x0,0x0,0x0
ovl_00913000,0x300,0x60,0x0,0x0,0x0
ovl_00913390,0x0,0x50,0x0,0x0,0x0
ovl_00913400,0x0,0x50,0x0,0x0,0x0
ovl_00913470,0x0,0x50,0x0,0x0,0x0
ovl_009134E0,0x0,0x50,0x0,0x0,0x0
ovl_00913550,0x0,0x50,0x0,0x0,0x0
ovl_009135C0,0x0,0x50,0x0,0x0,0x0
ovl_00913630,0x0,0x50,0x0,0x0,0x0
ovl_009136A0,0x300,0x60,0x0,0x0,0x0
ovl_00913A30,0x0,0x50,0x0,0x0,0x0
ovl_00913AA0,0x0,0x50,0x0,0x0,0x0
ovl_00913B10,0x0,0x50,0x0,0x0,0x0
ovl_00913B80,0x300,0x60,0x0,0x0,0x0
ovl_00913F10,0x0,0x50,0x0,0x0,0x0
ovl_00913F80,0x0,0x50,0x0,0x0,0x0
ovl_00913FF0,0x0,0x50,0x0,0x0,0x0
ovl_00914060,0x0,0x50,0x0,0x0,0x0
ovl_009140D0,0x0,0x50,0x0,0x0,0x0
ovl_00914140,0x300,0x60,0x0,0x0,0x0
ovl_009144D0,0x0,0x50,0x0,0x0,0x0
ovl_00914540,0x90,0x60,0x0,0x0,0x0
ovl_00914650,0x0,0x50,0x0,0x0,0x0
ovl_009146C0,0x0,0x50,0x0,0x0,0x0
ovl_00914730,0x0,0x50,0x0,0x0,0x0
ovl_009147A0,0x0,0x50,0x0,0x0,0x0
ovl_00914810,0x0,0x50,0x0,0x0,0x0
ovl_00914880,0x0,0x50,0x0,0x0,0x0
ovl_009148F0,0x0,0x50,0x0,0x0,0x0
ovl_00914960,0x0,0x50,0x0,0x0,0x0
ovl_009149D0,0x0,0x50,0x0,0x0,0x0
ovl_00914A40,0x0,0x50,0x0,0x0,0x0
ovl_00914AB0,0x0,0x50,0x0,0x0,0x0
ovl_00914B20,0x0,0x50,0x0,0x0,0x0
ovl_00914B90,0x0,0x50,0x0,0x0,0x0
ovl_00914C00,0x0,0x50,0x0,0x0,0x0
ovl_00914C70,0x0,0x50,0x0,0x0,0x0
ovl_00914CE0,0x300,0x60,0x0,0x0,0x0
ovl_00915070,0x0,0x50,0x0,0x0,0x0
ovl_009150E0,0x0,0x50,0x0,0x0,0x0
ovl_00915150,0x0,0x50,0x0,0x0,0x0
ovl_009151C0,0x0,0x50,0x0,0x0,0x0
ovl_00915230,0x0,0x50,0x0,0x0,0x0
ovl_009152A0,0x0,0x50,0x0,0x0,0x0
ovl_00915310,0x4E0,0x70,0x0,0x0,0x0
ovl_00915890,0xE0,0x70,0x0,0x0,0x0
ovl_00915A10,0x0,0x50,0x0,0x0,0x0
ovl_00915A80,0x0,0x50,0x0,0x0,0x0
ovl_00915AF0,0x0,0x50,0x0,0x0,0x0
ovl_00915B60,0x0,0x50,0x0,0x0,0x0
ovl_00915BD0,0x0,0x50,0x0,0x0,0x0
ovl_00915C40,0x2B0,0x60,0x0,0x0,0x0
ovl_00915F80,0x0,0x50,0x0,0x0,0x0
ovl_00915FF0,0x2B0,0x60,0x0,0x0,0x0
ovl_00916330,0x0,0x50,0x0,0x0,0x0
ovl_009163A0,0x2B0,0x60,0x0,0x0,0x0
ovl_009166E0,0x0,0x50,0x0,0x0,0x0
ovl_00916750,0x0,0x50,0x0,0x0,0x0
ovl_009167C0,0x0,0x50,0x0,0x0,0x0
ovl_00916830,0x0,0x50,0x0,0x0,0x0
ovl_009168A0,0xD0,0x70,0x0,0x0,0x0
ovl_00916A10,0x0,0x50,0x0,0x0,0x0
ovl_00916A80,0x0,0x50,0x0,0x0,0x0
ovl_00916AF0,0x0,0x50,0x0,0x0,0x0
ovl_00916B60,0x280,0x60,0x0,0x0,0x0
ovl_00916E70,0x0,0x50,0x0,0x0,0x0
ovl_00916EE0,0x0,0x50,0x0,0x0,0x0
ovl_00916F50,0x0,0x50,0x0,0x0,0x0
ovl_00916FC0,0x0,0x50,0x0,0x0,0x0
ovl_00917030,0x0,0x50,0x0,0x0,0x0
ovl_009170A0,0x0,0x50,0x0,0x0,0x0
ovl_00917110,0x0,0x50,0x0,0x0,0x0
ovl_00917180,0x300,0x60,0x0,0x0,0x0
ovl_00917510,0x300,0x60,0x0,0x0,0x0
ovl_009178A0,0x300,0x60,0x0,0x0,0x0
ovl_00917C30,0x280,0x60,0x0,0x0,0x0
ovl_00917F40,0x0,0x50,0x0,0x0,0x0
ovl_00917FB0,0x0,0x50,0x0,0x0,0x0
ovl_00918020,0x0,0x50,0x0,0x0,0x0
ovl_00918090,0x0,0x50,0x0,0x0,0x0
ovl_00918100,0x0,0x50,0x0,0x0,0x0
ovl_00918170,0x2D0,0x40,0x10,0x0,0x0
ovl_009184E0,0x280,0x60,0x0,0x0,0x0
ovl_009187F0,0x0,0x50,0x0,0x0,0x0
ovl_00918860,0x330,0x30,0x10,0x0,0x0
ovl_00918C20,0x720,0x20,0x30,0x0,0x0
ovl_00919400,0x300,0x20,0x10,0x0,0x0
ovl_00919760,0xA50,0x20,0x60,0x0,0x0
ovl_0091A2D0,0x550,0x20,0x20,0x0,0x0
ovl_0091A8B0,0x6C0,0x20,0x60,0x0,0x0
ovl_0091B080,0x550,0x60,0x30,0x0,0x0
ovl_0091B700,0x7C0,0x20,0x10,0x0,0x0
ovl_0091BF30,0x210,0x20,0x0,0x0,0x0
ovl_0091C190,0x3D0,0x20,0x20,0x0,0x0
ovl_0091C600,0x5E0,0xA0,0x20,0x0,0x0
ovl_0091CD10,0x600,0x90,0x30,0x0,0x0
ovl_0091D450,0x440,0x30,0x10,0x0,0x0
ovl_0091D910,0x560,0x20,0x20,0x0,0x0
ovl_0091DF10,0x460,0x20,0x0,0x0,0x0
ovl_0091E3C0,0x370,0x60,0x10,0x0,0x0
ovl_0091E800,0x0,0x50,0x0,0x0,0x0
ovl_0091E870,0x0,0x50,0x0,0x0,0x0
ovl_0091E8E0,0x300,0x60,0x0,0x0,0x0
ovl_0091EC70,0x6C0,0x30,0x10,0x0,0x0
ovl_0091F3E0,0x6E0,0x40,0x10,0x0,0x0
ovl_0091FB80,0x0,0x50,0x0,0x0,0x0
ovl_0091FBF0,0x0,0x50,0x0,0x0,0x0
ovl_0091FC60,0x0,0x50,0x0,0x0,0x0
ovl_0091FCD0,0x0,0x50,0x0,0x0,0x0
ovl_0091FD40,0x0,0x50,0x0,0x0,0x0
ovl_0091FDB0,0x420,0x90,0x0,0x0,0x0
ovl_009202A0,0x80,0x60,0x0,0x0,0x0
ovl_009203B0,0x80,0x60,0x0,0x0,0x0
ovl_009204C0,0x80,0x60,0x0,0x0,0x0
ovl_009205D0,0x80,0x60,0x0,0x0,0x0
ovl_009206E0,0x590,0x50,0x10,0x0,0x0
ovl_00920D20,0x0,0x50,0x0,0x0,0x0
ovl_00920D90,0x0,0x50,0x0,0x0,0x0
ovl_00920E00,0x1220,0x240,0x10,0x0,0x0
ovl_00922380,0x0,0x50,0x0,0x0,0x0
ovl_009223F0,0x570,0x40,0x10,0x0,0x0
ovl_00922A10,0x15D0,0x570,0x40,0x0,0x7800
ovl_009247E0,0x0,0x50,0x0,0x0,0x0
ovl_00924850,0x0,0x50,0x0,0x0,0x0
ovl_009248C0,0x0,0x50,0x0,0x0,0x0
ovl_00924930,0x0,0x50,0x0,0x0,0x0
ovl_009249A0,0x0,0x50,0x0,0x0,0x0
ovl_00924A10,0x0,0x50,0x0,0x0,0x0
ovl_00924A80,0x0,0x50,0x0,0x0,0x0
ovl_00924AF0,0x0,0x50,0x0,0x0,0x0
ovl_00924B60,0x0,0x50,0x0,0x0,0x0
ovl_00924BD0,0x0,0x50,0x0,0x0,0x0
ovl_00924C40,0x2300,0x210,0xB0,0x0,0x0
ovl_00927440,0x3B0,0x20,0x50,0x0,0x0
ovl_00927910,0x7C0,0x30,0x70,0x0,0x0
ovl_00928230,0x240,0x40,0x20,0x0,0x0
ovl_00928530,0x1F0,0x40,0x10,0x0,0x0
ovl_009287B0,0x490,0x20,0x20,0x0,0x0
ovl_00928CC0,0x0,0x50,0x0,0x0,0x0
ovl_00928D30,0x3B0,0x60,0x0,0x0,0x0
ovl_00929170,0x0,0x50,0x0,0x0,0x0
ovl_009291E0,0x0,0x50,0x0,0x0,0x0
ovl_00929250,0x0,0x50,0x0,0x0,0x0
ovl_009292C0,0x0,0x50,0x0,0x0,0x0
ovl_00929330,0x0,0x50,0x0,0x0,0x0
ovl_009293A0,0x0,0x50,0x0,0x0,0x0
ovl_00929410,0x0,0x50,0x0,0x0,0x0
ovl_00929480,0x0,0x50,0x0,0x0,0x0
ovl_009294F0,0x0,0x50,0x0,0x0,0x0
ovl_00929560,0x0,0x50,0x0,0x0,0x0
ovl_009295D0,0x0,0x50,0x0,0x0,0x0
ovl_00929640,0x0,0x50,0x0,0x0,0x0
ovl_009296B0,0x0,0x50,0x0,0x0,0x0
ovl_00929720,0x0,0x50,0x0,0x0,0x0
ovl_00929790,0x0,0x50,0x0,0x0,0x0
ovl_00929800,0x5A0,0x70,0x10,0x0,0x0
ovl_00929E80,0x90,0x60,0x0,0x0,0x0
ovl_00929F90,0x0,0x50,0x0,0x0,0x0
ovl_0092A000,0x0,0x50,0x0,0x0,0x0
ovl_0092A070,0x0,0x50,0x0,0x0,0x0
ovl_0092A0E0,0x0,0x50,0x0,0x0,0x0
ovl_0092A150,0x0,0x50,0x0,0x0,0x0
ovl_0092A1C0,0x0,0x50,0x0,0x0,0x0
ovl_0092A230,0x0,0x50,0x0,0x0,0x0
ovl_0092A2A0,0x90,0x60,0x0,0x0,0x0
ovl_0092A3B0,0x0,0x50,0x0,0x0,0x0
ovl_0092A420,0x0,0x50,0x0,0x0,0x0
ovl_0092A490,0x210,0x40,0x0,0x0,0x0
ovl_0092A730,0x90,0x60,0x0,0x0,0x0
ovl_0092A840,0x0,0x50,0x0,0x0,0x0
ovl_0092A8B0,0x0,0x50,0x0,0x0,0x0
ovl_0092A920,0x0,0x50,0x0,0x0,0x0
ovl_0092A990,0x0,0x50,0x0,0x0,0x0
ovl_0092AA00,0x0,0x50,0x0,0x0,0x0
ovl_0092AA70,0x0,0x50,0x0,0x0,0x0
ovl_0092AAE0,0x0,0x50,0x0,0x0,0x0
ovl_0092AB50,0x8C0,0x70,0x10,0x0,0x0
ovl_0092B4F0,0x0,0x50,0x0,0x0,0x0
ovl_0092B560,0x90,0x60,0x0,0x0,0x0
ovl_0092B670,0x0,0x50,0x0,0x0,0x0
ovl_0092B6E0,0x0,0x50,0x0,0x0,0x0
ovl_0092B750,0x1C0,0x20,0x10,0x0,0x0
ovl_0092B970,0x4F0,0x20,0x30,0x0,0x0
ovl_0092BF20,0x0,0x50,0x0,0x0,0x0
ovl_0092BF90,0x0,0x50,0x0,0x0,0x0
ovl_0092C000,0x0,0x50,0x0,0x0,0x0
ovl_0092C070,0x0,0x50,0x0,0x0,0x0
ovl_0092C0E0,0x0,0x50,0x0,0x0,0x0
ovl_0092C150,0x0,0x50,0x0,0x0,0x0
ovl_0092C1C0,0x0,0x50,0x0,0x0,0x0
ovl_0092C230,0x90,0x60,0x0,0x0,0x0
ovl_0092C340,0x0,0x50,0x0,0x0,0x0
ovl_0092C3B0,0x90,0x60,0x0,0x0,0x0
ovl_0092C4C0,0x300,0x60,0x0,0x0,0x0
ovl_0092C850,0x1DF0,0x320,0x0,0x0,0x0
ovl_0092EC40,0x300,0x60,0x0,0x0,0x0
ovl_0092EFD0,0x0,0x50,0x0,0x0,0x0
ovl_0092F040,0x300,0x60,0x0,0x0,0x0
ovl_0092F3D0,0x300,0x60,0x0,0x0,0x0
ovl_0092F760,0x300,0x60,0x0,0x0,0x0
ovl_0092FAF0,0x300,0x60,0x0,0x0,0x0
ovl_0092FE80,0x300,0x60,0x0,0x0,0x0
ovl_00930210,0x300,0x60,0x0,0x0,0x0
ovl_009305A0,0x460,0x60,0x0,0x0,0x0
ovl_00930A90,0x0,0x50,0x0,0x0,0x0
ovl_00930B00,0x0,0x50,0x0,0x0,0x0
ovl_00930B70,0x300,0x60,0x0,0x0,0x0
ovl_00930F00,0x300,0x60,0x0,0x0,0x0
ovl_00931290,0x300,0x60,0x0,0x0,0x0
ovl_00931620,0x300,0x60,0x0,0x0,0x0
ovl_009319B0,0x300,0x60,0x0,0x0,0x0
ovl_00931D40,0x4B0,0x40,0x30,0x0,0x0
ovl_009322F0,0x730,0x20,0x10,0x0,0x0
ovl_00932AA0,0x60,0x30,0x0,0x0,0x0
ovl_00932B60,0x11B0,0xA0,0x0,0x0,0x0
ovl_00933F00,0xC60,0xE0,0x0,0x0,0x0
ovl_00934D50,0x1490,0x120,0x10,0x0,0x0
ovl_00936470,0x5A0,0xC0,0x50,0x0,0x0
ovl_00936BC0,0x4B0,0x50,0x0,0x0,0x0
ovl_00937120,0x5B0,0x120,0x30,0x0,0x0
ovl_009378C0,0x14D0,0x120,0x10,0x0,0x0
ovl_00939090,0x0,0x50,0x0,0x0,0x0
ovl_00939100,0x0,0x50,0x0,0x0,0x0
ovl_00939170,0x0,0x50,0x0,0x0,0x0
ovl_009391E0,0x80,0x60,0x0,0x0,0x0
ovl_009392F0,0x80,0x60,0x0,0x0,0x0
ovl_00939400,0x80,0x60,0x0,0x0,0x0
ovl_00939510,0x0,0x50,0x0,0x0,0x0
ovl_00939580,0x0,0x50,0x0,0x0,0x0
ovl_009395F0,0xF50,0x250,0x40,0x0,0x0
ovl_0093A8B0,0x0,0x50,0x0,0x0,0x0
ovl_0093A920,0xC80,0x5B0,0x70,0x0,0x0
ovl_0093BD70,0x150,0x60,0x20,0x0,0x0
ovl_0093BF80,0x0,0x50,0x0,0x0,0x0
ovl_0093BFF0,0x0,0x50,0x0,0x0,0x0
ovl_0093C060,0x0,0x50,0x0,0x0,0x0
ovl_0093C0D0,0x460,0x70,0x0,0x0,0x0
ovl_0093C5D0,0x460,0x70,0x0,0x0,0x0
ovl_0093CAD0,0x460,0x70,0x0,0x0,0x0
ovl_0093CFD0,0x460,0x70,0x0,0x0,0x0
ovl_0093D4D0,0x0,0x50,0x0,0x0,0x0
ovl_0093D540,0x0,0x50,0x0,0x0,0x0
ovl_0093D5B0,0x0,0x50,0x0,0x0,0x0
ovl_0093D620,0x0,0x50,0x0,0x0,0x0
ovl_0093D690,0x0,0x50,0x0,0x0,0x0
ovl_0093D700,0x460,0x70,0x0,0x0,0x0
ovl_0093DC00,0x460,0x70,0x0,0x0,0x0
ovl_0093E100,0x460,0x70,0x0,0x0,0x0
ovl_0093E600,0x460,0x70,0x0,0x0,0x0
ovl_0093EB00,0x460,0x70,0x0,0x0,0x0
ovl_0093F000,0x0,0x50,0x0,0x0,0x0
ovl_0093F070,0x0,0x50,0x0,0x0,0x0
ovl_0093F0E0,0x0,0x50,0x0,0x0,0x0
ovl_0093F150,0x0,0x50,0x0,0x0,0x0
ovl_0093F1C0,0x0,0x50,0x0,0x0,0x0
ovl_0093F230,0x0,0x50,0x0,0x0,0x0
ovl_0093F2A0,0x0,0x50,0x0,0x0,0x0
ovl_0093F310,0x0,0x50,0x0,0x0,0x0
ovl_0093F380,0x580,0xA0,0x0,0x0,0x0
ovl_0093F9E0,0x0,0x50,0x0,0x0,0x0
ovl_0093FA50,0x0,0x50,0x0,0x0,0x0
ovl_0093FAC0,0x0,0x50,0x0,0x0,0x0
ovl_0093FB30,0x0,0x50,0x0,0x0,0x0
ovl_0093FBA0,0x0,0x50,0x0,0x0,0x0
ovl_0093FC10,0x650,0x80,0x10,0x0,0x0
ovl_00940380,0x1130,0x4C0,0x40,0x0,0x0
ovl_00941B10,0x0,0x50,0x0,0x0,0x0
ovl_00941B80,0x0,0x50,0x0,0x0,0x0
ovl_00941BF0,0xAE0,0x90,0x70,0x0,0x0
ovl_009428A0,0x500,0x80,0x30,0x0,0x0
ovl_00942EE0,0x0,0x50,0x0,0x0,0x0
ovl_00942F50,0x0,0x50,0x0,0x0,0x0
ovl_00942FC0,0x0,0x50,0x0,0x0,0x0
ovl_00943030,0x0,0x50,0x0,0x0,0x0
ovl_009430A0,0x0,0x50,0x0,0x0,0x0
ovl_00943110,0x0,0x50,0x0,0x0,0x0
ovl_00943180,0x0,0x50,0x0,0x0,0x0
ovl_009431F0,0x0,0x50,0x0,0x0,0x0
ovl_00943260,0x0,0x50,0x0,0x0,0x0
ovl_009432D0,0x0,0x50,0x0,0x0,0x0
ovl_00943340,0x0,0x50,0x0,0x0,0x0
ovl_009433B0,0x0,0x50,0x0,0x0,0x0
ovl_00943420,0x0,0x50,0x0,0x0,0x0
ovl_00943490,0x0,0x50,0x0,0x0,0x0
ovl_00943500,0x0,0x50,0x0,0x0,0x0
ovl_00943570,0x0,0x50,0x0,0x0,0x0
ovl_009435E0,0x0,0x50,0x0,0x0,0x0
ovl_00943650,0x0,0x50,0x0,0x0,0x0
ovl_009436C0,0x0,0x50,0x0,0x0,0x0
ovl_00943730,0x0,0x50,0x0,0x0,0x0
ovl_009437A0,0x0,0x50,0x0,0x0,0x0
ovl_00943810,0x0,0x50,0x0,0x0,0x0
ovl_00943880,0x0,0x50,0x0,0x0,0x0
ovl_009438F0,0x0,0x50,0x0,0x0,0x0
ovl_00943960,0xEE0,0x50,0x10,0x0,0x0
ovl_00944930,0x0,0x50,0x0,0x0,0x0
ovl_009449A0,0x0,0x50,0x0,0x0,0x0
ovl_00944A10,0x0,0x50,0x0,0x0,0x0
ovl_00944A80,0x0,0x50,0x0,0x0,0x0
ovl_00944AF0,0x0,0x50,0x0,0x0,0x0
ovl_00944B60,0x80,0x60,0x0,0x0,0x0
ovl_00944C70,0x80,0x60,0x0,0x0,0x0
ovl_00944D80,0x80,0x60,0x0,0x0,0x0
ovl_00944E90,0xA40,0xF0,0x60,0x0,0x10
ovl_00945B10,0xC30,0x60,0x40,0x0,0x0
ovl_00946900,0xA30,0xC0,0x0,0x0,0x0
ovl_009474F0,0x1240,0x110,0x10,0x0,0x10
ovl_00948A20,0xFC0,0xB0,0x0,0x0,0x0
ovl_00949BE0,0x16A0,0xD0,0x0,0x0,0x0
ovl_0094B4B0,0xA20,0x70,0x0,0x0,0x0
ovl_0094BFD0,0x9B0,0xEB0,0x20,0x0,0x0
ovl_0094D920,0x1440,0x200,0x20,0x0,0x0
ovl_0094F170,0x380,0x30,0x0,0x0,0x0
ovl_0094F570,0x3F0,0x60,0x0,0x0,0x0
ovl_0094FA20,0x80,0x60,0x0,0x0,0x0
ovl_0094FB30,0x80,0x60,0x0,0x0,0x0
ovl_0094FC40,0x80,0x60,0x0,0x0,0x0
ovl_0094FD50,0x80,0x60,0x0,0x0,0x0
ovl_0094FE60,0x80,0x60,0x0,0x0,0x0
ovl_0094FF70,0xB10,0x120,0xB0,0x0,0x10
ovl_00950DE0,0x9E0,0x180,0x20,0x0,0x0
ovl_00951A70,0x210,0x30,0x10,0x0,0x0
ovl_00951D10,0x8D0,0x90,0x0,0x0,0x0
ovl_00952730,0xEF0,0xB0,0x10,0x0,0x0
ovl_009537E0,0x500,0x90,0x0,0x0,0x0
ovl_00953DE0,0x0,0x50,0x0,0x0,0x0
ovl_00953E50,0x0,0x50,0x0,0x0,0x0
ovl_00953EC0,0x0,0x50,0x0,0x0,0x0
ovl_00953F30,0xC90,0x70,0x20,0x0,0x0
ovl_00954D30,0x380,0x12B0,0x80,0x0,0x0
ovl_00956630,0x1D0,0x30,0x0,0x0,0x0
ovl_00956870,0x0,0x50,0x0,0x0,0x0
ovl_009568E0,0x0,0x50,0x0,0x0,0x0
ovl_00956950,0x0,0x50,0x0,0x0,0x0
ovl_009569C0,0x0,0x50,0x0,0x0,0x0
ovl_00956A30,0x0,0x50,0x0,0x0,0x0
ovl_00956AA0,0x0,0x50,0x0,0x0,0x0
ovl_00956B10,0x0,0x50,0x0,0x0,0x0
ovl_00956B80,0x0,0x50,0x0,0x0,0x0
ovl_00956BF0,0x670,0x110,0x10,0x0,0x0
ovl_00957410,0x300,0x60,0x0,0x0,0x0
ovl_009577A0,0x300,0x60,0x0,0x0,0x0
ovl_00957B30,0x0,0x50,0x0,0x0,0x0
ovl_00957BA0,0x180,0x260,0x20,0x0,0x0
ovl_00957FF0,0x0,0x50,0x0,0x0,0x0
ovl_00958060,0x0,0x50,0x0,0x0,0x0
ovl_009580D0,0x0,0x50,0x0,0x0,0x0
ovl_00958140,0x0,0x50,0x0,0x0,0x0
ovl_009581B0,0x0,0x50,0x0,0x0,0x0
ovl_00958220,0xDD0,0xA0,0x10,0x0,0x0
ovl_009591D0,0x1DF0,0x190,0x90,0x0,0x0
ovl_0095B440,0x8C0,0x70,0x10,0x0,0x0
ovl_0095BDE0,0x0,0x50,0x0,0x0,0x0
ovl_0095BE50,0x0,0x50,0x0,0x0,0x0
ovl_0095BEC0,0x0,0x50,0x0,0x0,0x0
ovl_0095BF30,0x0,0x50,0x0,0x0,0x0
ovl_0095BFA0,0x5B0,0x70,0x10,0x0,0x0
ovl_0095C630,0x780,0x100,0x60,0x0,0x0
ovl_0095CFD0,0x0,0x50,0x0,0x0,0x0
ovl_0095D040,0x0,0x50,0x0,0x0,0x0
ovl_0095D0B0,0x0,0x50,0x0,0x0,0x0
ovl_0095D120,0x340,0x60,0x0,0x0,0x0
ovl_0095D4F0,0x7D0,0x70,0x10,0x0,0x0
ovl_0095DDA0,0x80,0x60,0x0,0x0,0x0
ovl_0095DEB0,0x590,0x70,0x10,0x0,0x0
ovl_0095E520,0x0,0x50,0x0,0x0,0x0
ovl_0095E590,0x0,0x50,0x0,0x0,0x0
ovl_0095E600,0x0,0x50,0x0,0x0,0x0
ovl_0095E670,0x0,0x50,0x0,0x0,0x0
ovl_0095E6E0,0x0,0x50,0x0,0x0,0x0
ovl_0095E750,0x490,0x70,0x10,0x0,0x0
ovl_0095ECC0,0x70,0x60,0x0,0x0,0x0
ovl_0095EDC0,0x0,0x50,0x0,0x0,0x0
ovl_0095EE30,0x0,0x50,0x0,0x0,0x0
ovl_0095EEA0,0x0,0x50,0x0,0x0,0x0
ovl_0095EF10,0x620,0x210,0x10,0x0,0x20
ovl_0095F830,0x5B0,0x70,0x10,0x0,0x0
ovl_0095FEC0,0x22D0,0x3E0,0x30,0x0,0x0
ovl_00962800,0x460,0x70,0x0,0x0,0x0
ovl_00962D00,0x2A0,0x60,0x0,0x0,0x0
ovl_00963030,0x400,0x60,0x0,0x0,0x0
ovl_009634D0,0x80,0x60,0x0,0x0,0x0
ovl_009635E0,0x730,0x70,0x10,0x0,0x0
ovl_00963DF0,0x1190,0xB0,0x10,0x0,0xE0
ovl_009651E0,0x80,0x60,0x0,0x0,0x0
ovl_009652F0,0x0,0x50,0x0,0x0,0x0
ovl_00965360,0x0,0x50,0x0,0x0,0x0
ovl_009653D0,0x730,0x70,0x10,0x0,0x0
ovl_00965BE0,0x1310,0x230,0x10,0x0,0x0
ovl_009672A0,0x0,0x50,0x0,0x0,0x0
ovl_00967310,0x5B0,0x70,0x10,0x0,0x0
ovl_009679A0,0x600,0x80,0x10,0x0,0x0
ovl_009680A0,0x5B0,0x70,0x10,0x0,0x0
ovl_00968730,0x0,0x50,0x0,0x0,0x0
ovl_009687A0,0x0,0x50,0x0,0x0,0x0
ovl_00968810,0x0,0x50,0x0,0x0,0x0
ovl_00968880,0x80,0x60,0x0,0x0,0x0
ovl_00968990,0x0,0x50,0x0,0x0,0x0
ovl_00968A00,0x0,0x50,0x0,0x0,0x0
ovl_00968A70,0x0,0x50,0x0,0x0,0x0
ovl_00968AE0,0x260,0x60,0x0,0x0,0x0
ovl_00968DD0,0x300,0x60,0x0,0x0,0x0
ovl_00969160,0x0,0x50,0x0,0x0,0x0
ovl_009691D0,0x0,0x50,0x0,0x0,0x0
ovl_00969240,0x0,0x50,0x0,0x0,0x0
ovl_009692B0,0x0,0x50,0x0,0x0,0x0
ovl_00969320,0x0,0x50,0x0,0x0,0x0
ovl_00969390,0x0,0x50,0x0,0x0,0x0
ovl_00969400,0x0,0x50,0x0,0x0,0x0
ovl_00969470,0x0,0x50,0x0,0x0,0x0
ovl_009694E0,0x0,0x50,0x0,0x0,0x0
ovl_00969550,0x0,0x50,0x0,0x0,0x0
ovl_009695C0,0x0,0x50,0x0,0x0,0x0
ovl_00969630,0x480,0x70,0x10,0x0,0x0
ovl_00969B80,0x480,0x70,0x10,0x0,0x0
ovl_0096A0D0,0x0,0x50,0x0,0x0,0x0
ovl_0096A140,0x0,0x50,0x0,0x0,0x0
ovl_0096A1B0,0x0,0x50,0x0,0x0,0x0
ovl_0096A220,0x0,0x50,0x0,0x0,0x0
ovl_0096A290,0xBE0,0xA0,0x0,0x0,0x0
ovl_0096B010,0x80,0x60,0x0,0x0,0x0
ovl_0096B120,0x80,0x60,0x0,0x0,0x0
ovl_0096B230,0x80,0x60,0x0,0x0,0x0
ovl_0096B340,0xB0,0x60,0x0,0x0,0x0
ovl_0096B470,0xD60,0xB0,0x30,0x0,0x0
ovl_0096C3A0,0x7B0,0xB0,0x0,0x0,0x0
ovl_0096CCF0,0x4C0,0x40,0x0,0x0,0x0
ovl_0096D250,0x13D0,0x190,0x20,0x0,0x0
ovl_0096E8E0,0x80,0x60,0x0,0x0,0x0
ovl_0096E9F0,0x110,0x0,0x0,0x0,0x10
ovl_0096EB20,0x6F0,0x80,0x0,0x0,0x0
ovl_0096F360,0x0,0x50,0x0,0x0,0x0
ovl_0096F3D0,0x0,0x50,0x0,0x0,0x0
ovl_0096F440,0x0,0x50,0x0,0x0,0x0
ovl_0096F4B0,0x0,0x50,0x0,0x0,0x0
ovl_0096F520,0x0,0x50,0x0,0x0,0x0
ovl_0096F590,0x0,0x50,0x0,0x0,0x0
ovl_0096F600,0x3D0,0xD0,0x0,0x0,0x0
ovl_0096FAE0,0x300,0x60,0x0,0x0,0x0
ovl_0096FE70,0x300,0x60,0x0,0x0,0x0
ovl_00970200,0x5A0,0x70,0x10,0x0,0x0
ovl_00970880,0x40,0x30,0x0,0x0,0x0
ovl_00970920,0x4A10,0x170,0x0,0x0,0x420
