makerom,0,4192,0,0
boot,4192,108752,4192,0
dmadata,108752,134176,108752,0
Audiobank,134176,290832,134176,0
Audioseq,290832,623760,290832,0
Audiotable,623760,6163456,623760,0
link_animetion,6163456,9284000,6163456,0
icon_item_static_old,9285632,9899712,9285632,0
icon_item_24_static_old,9900032,9930496,9900032,0
icon_item_field_static,9932800,10017520,9284000,9325760
icon_item_dungeon_static,10018816,10038144,9325760,9330784
icon_item_gameover_static,10039296,10052352,9330784,9336672
nes_map_name_static,10055680,10086912,9336672,9350208
ger_map_name_static,10088448,10120448,9350208,9363904
fra_map_name_static,10121216,10152960,9363904,9378080
esp_map_name_static,10153984,10185728,9378080,9391856
icon_item_vtx_static,10186752,10187488,9391856,9392096
map_i_static,10190848,10195728,9392096,0
map_grand_static,10195728,10233440,9396976,0
nes_item_name_static,10233440,10289904,9434688,0
ger_item_name_static,10289904,10341696,9491152,0
fra_item_name_static,10341696,10396896,9542944,0
esp_item_name_static,10396896,10452768,9598144,0
DBG_00A02F20,10452768,10459200,9654016,0
DBG_00A04840,10459200,10466096,9660448,0
DBG_00A06330,10466096,10473984,9667344,0
DBG_00A08200,10473984,10481264,9675232,0
icon_item_static,10481264,10764608,9682512,0
icon_item_24_static,10764608,10783232,9965856,0
schedule_dma_static_old,10783232,10828832,10783232,0
schedule_dma_static,10829824,10856976,9984480,0
schedule_static,10856976,10883296,10011632,10020432
story_static,10887168,11041792,10020432,10132208
nes_do_action_static,11042816,11058944,10132208,0
ger_do_action_static,11059200,11075328,10148336,0
fra_do_action_static,11075584,11091712,10164464,0
esp_do_action_static,11091968,11108096,10180592,0
message_static,11108352,11129216,10196720,0
message_texture_static,11132928,11137536,10217584,0
nes_font_static,11141120,11161088,10222192,0
nes_message_data_static,11161600,11594368,10242160,0
ger_message_data_static,11595776,12074480,10674928,0
fra_message_data_static,12075008,12538144,11153632,0
esp_message_data_static,12541952,12993984,11616768,0
staff_message_data_static,12996608,13000320,12068800,0
nes_message_table_static,13000704,13037424,12072512,0
ger_message_table_static,13037568,13073664,12109232,0
fra_message_table_static,13074432,13110496,12145328,0
esp_message_table_static,13111296,13147360,12181392,0
code,13148160,14415952,12217456,12969216
ovl_title,14415952,14418304,12969216,12971008
ovl_select,14418304,14431840,12971008,12979008
ovl_opening,14431840,14432384,12979008,12979488
ovl_file_choose,14432384,14509072,12979488,13022704
ovl_daytelop,14509072,14514128,13022704,13024704
ovl_kaleido_scope,14514128,14600480,13024704,13076208
ovl_Player_Actor,14600480,14817776,13076208,13222752
ovl_En_Test,14817776,14821104,13222752,13225456
ovl_En_GirlA,14821104,14828016,13225456,13228720
ovl_En_Part,14828016,14829584,13228720,13230080
