D5B0,8008D610,pfssearchfile
D780,8008D7E0,seteventmesg
D840,8008D8A0,sqrtf
D850,8008D8B0,afterprenmi
D870,8008D8D0,contquery
D910,8008D970,lookathil
E190,8008E1F0,xprintf
EE70,8008EED0,voicecleardictionary
EF20,8008EF80,unmaptlball
EF70,8008EFD0,epidma
F010,8008F070,voicecontread2
F240,8008F2A0,voicecrc
F2E0,8008F340,string
F380,8008F3E0,createmesgqueue
F3B0,8008F410,invalicache
F430,8008F490,invaldcache
F4E0,8008F540,timerintr
F910,8008F970,voicecontread36
FB40,8008FBA0,sp
FB70,8008FBD0,si
FBA0,8008FC00,guMtxIdent
FBF0,8008FC50,jammesg
FD40,8008FDA0,setthreadpri
FE20,8008FE80,getthreadpri
FE40,8008FEA0,epirawread
FFA0,80090000,viswapbuf
FFF0,80090050,position
10200,80090260,epirawdma
103E0,80090440,sptaskyielded
10440,800904A0,bcmp
10560,800905C0,gettime
105F0,80090650,rotate
107C0,80090820,setglobalintmask
10810,80090870,voiceinit
10950,800909B0,contchannelreset
10A40,80090AA0,voicesetadconverter
10C30,80090C90,aisetfreq
10D80,80090DE0,contramread
10FB0,80091010,voicecontwrite20
111E0,80091240,crc
11350,800913B0,getactivequeue
11360,800913C0,normalize
113C0,80091420,setcompare
113D0,80091430,getcompare
113E0,80091440,dpgetstat
113F0,80091450,dpsetstat
11400,80091460,bcopy
11710,80091770,resetglobalintmask
11770,800917D0,pfsdeletefile
119E0,80091A40,ortho
11BA0,80091C00,interrupt
11C30,80091C90,vi
11D50,80091DB0,viswapcontext
12050,800920B0,pigetcmdq
12080,800920E0,cosf
121F0,80092250,epiread
12240,800922A0,visetspecial
123A0,80092400,coss
123D0,80092430,settime
12400,80092460,voicestopread
12520,80092580,visetevent
12580,800925E0,pfsisplug
12870,800928D0,voicegetstatus
12A60,80092AC0,cartrominit
12BC0,80092C20,guS2DInitBg
12D40,80092DA0,pfsselectbank
12DC0,80092E20,contsetch
12E20,80092E80,setfpccsr
12E30,80092E90,getfpccsr
12E40,80092EA0,pfsfilestate
13020,80093080,pfsinitpak
13330,80093390,pfschecker
13CE0,80093D40,aigetlen
13CF0,80093D50,epiwrite
13D40,80093DA0,maptlbrdb
13DA0,80093E00,yieldthread
13DF0,80093E50,[PADDING]
13E00,80093E60,guTranslate
13ED0,80093F30,getcause
13EE0,80093F40,contramwrite
14130,80094190,epirawwrite
14290,800942F0,settimer
14420,80094480,xldtob
14F30,80094F90,ldiv
150C0,80095120,xlitob
15360,800953C0,sirawwrite
153B0,80095410,spgetstat
153C0,80095420,spsetstat
153D0,80095430,[PADDING]
153E0,80095440,vimgr
156F0,80095750,vigetcurrcontext
15700,80095760,writebackdcacheall
15730,80095790,getcurrfaultthread
15740,800957A0,voicemaskdictionary
15870,800958D0,[PADDING]
15880,800958E0,guMtxF2L
158F0,80095950,startthread
15A40,80095AA0,visetyscale
15A90,80095AF0,visetxscale
15BA0,80095C00,llcvt
15DB0,80095E10,voicecheckword
164A0,80096500,voicecontrolgain
16550,800965B0,voicestartreaddata
16610,80096670,vigetcurrframebuf
16650,800966B0,spsetpc
16680,800966E0,voicecontwrite4
168B0,80096910,gethwinterrupt
168E0,80096940,sethwinterrupt
16950,800969B0,getwatchlo
16960,800969C0,setwatchlo
16970,800969D0,fmodf
169C0,80096A20,__osMemset
169F0,80096A50,__osStrcmp
16A30,80096A90,__osStrcpy
16A70,80096AD0,__osMemcpy
16B00,80096B60,file_016B00

offset,vram,.data
16C60,80096CC0,idle
16C80,80096CE0,viconfig
16C90,80096CF0,z_std_dma
16CA0,80096D00,irqmgr
16CC0,80096D20,fault
16D20,80096D80,fault_drawer
16D60,80096DC0,loadfragment
16D70,80096DD0,loadfragment2
16D80,80096DE0,stackcheck
16D90,80096DF0,gfxprint
17640,800976A0,boot_800862E0
17660,800976C0,fp
17670,800976D0,rand
17680,800976E0,osViModeNtscHpf1
176D0,80097730,file_0176D0

offset,vram,.rodata
183C0,80098420,boot_main

offset,vram,.bss
19870,800998D0,boot_main
1FC20,800B94F0,.end
