offset,vram,.text
0,80080060,boot_main
F0,80080150,idle
5A0,80080600,viconfig
780,800807E0,z_std_dma
E20,80080E80,yaz0
1240,800812A0,irqmgr
1810,80081870,CIC6105
1910,80081970,syncprintf
1970,800819D0,[PADDING]
1980,800819E0,fault
3EB0,80083F10,fault_drawer
4940,800849A0,boot_80084940
49A0,80084A00,loadfragment
4DE0,80084E40,loadfragment2
5140,800851A0,padutils
5330,80085390,stackcheck
5580,800855E0,gfxprint
6120,80086180,mtxuty-cvt
6290,800862F0,assert
62F0,80086350,boot_800862E0
6630,80086690,padsetup
6770,800867D0,boot_80086760
6C80,80086CE0,fp
6DE0,80086E40,system_malloc
6FB0,80087010,rand
7170,800871D0,__osMalloc
7970,800879D0,sprintf
7A40,80087AA0,printutils
7AA0,80087B00,sleep
7C40,80087CA0,setcause
7C50,80087CB0,sendmesg
7DA0,80087E00,pfsfreeblocks
7F40,80087FA0,viextend
7F50,80087FB0,stopthread
8010,80088070,recvmesg
8150,800881B0,setintmask
81F0,80088250,getintmask
8250,800882B0,voicesetword
83E0,80088440,guScale
8490,800884F0,sinf
8650,800886B0,sins
86C0,80088720,sptask
8980,800889E0,ll
8C40,80088CA0,exceptasm
9570,800895D0,thread
95B0,80089610,destroythread
96C0,80089720,voicecheckresult
9770,800897D0,bzero
9810,80089870,motor
9BE0,80089C40,siacs
9CA0,80089D00,controller
9F80,80089FE0,createthread
A0D0,8008A130,contreaddata
A2B0,8008A310,voicegetreaddata
A680,8008A6E0,virtualtophysical
A700,8008A760,getsr
A710,8008A770,setsr
A720,8008A780,writebackdcache
A7A0,8008A800,initialize
AAF0,8008AB50,[PADDING]
AB50,8008ABB0,vigetnextframebuf
AB90,8008ABF0,perspective
AE20,8008AE80,sprawdma
AEB0,8008AF10,sirawdma
AF60,8008AFC0,epilinkhandle
AFB0,8008B010,viblack
B020,8008B080,sirawread
B070,8008B0D0,getthreadid
B090,8008B0F0,sptaskyield
B0B0,8008B110,pfsreadwritefile
B500,8008B560,pfsgetstatus
B730,8008B790,[PADDING]
B740,8008B7A0,guMtxIdentF
B790,8008B7F0,visetmode
B7F0,8008B850,getconfig
B800,8008B860,setconfig
B810,8008B870,lookat
BB30,8008BB90,pfsallocatefile
BFB0,8008C010,stoptimer
C0A0,8008C100,probetlb
C160,8008C1C0,pimgr
C2D0,8008C330,piacs
C390,8008C3F0,[PADDING]
C3A0,8008C400,devmgr
C7B0,8008C810,pirawdma
C880,8008C8E0,contpfs
D400,8008D460,getcount
D410,8008D470,[PADDING]
D420,8008D480,guMtxL2F
D490,8008D4F0,getmemsize
