File name,VROM start,VROM end,ROM start,ROM end,Size (VROM),Compressed?,VRAM start,VRAM end,Size (VRAM),bss,type,number
makerom,0,1060,0,0,1060,N,,,,,,
boot,1060,1A8D0,1060,0,19870,N,,,,,,
dmadata,1A8D0,20C20,1A8D0,0,6350,N,,,,,,
Audiobank,20C20,47010,20C20,0,263F0,N,,,,,,
Audioseq,47010,98490,47010,0,51480,N,,,,,,
Audiotable,98490,5E0C00,98490,0,548770,N,,,,,,
link_animetion,5E0C00,8DA9A0,5E0C00,0,2F9DA0,N,,,,,object,
icon_item_static_old,8DB000,970EC0,FFFFFFFF,FFFFFFFF,95EC0,Y,,,,,,
icon_item_24_static_old,971000,978700,FFFFFFFF,FFFFFFFF,7700,Y,,,,,,
icon_item_field_static,979000,98DAF0,8DA9A0,8E4CC0,14AF0,Y,,,,,,
icon_item_dungeon_static,98E000,992B80,8E4CC0,8E6060,4B80,Y,,,,,,
icon_item_gameover_static,993000,996300,8E6060,8E7760,3300,Y,,,,,,
nes_map_name_static,997000,99EA00,8E7760,8EAC40,7A00,Y,,,,,,
ger_map_name_static,99F000,9A6D00,8EAC40,8EE1C0,7D00,Y,,,,,,
fra_map_name_static,9A7000,9AEC00,8EE1C0,8F1920,7C00,Y,,,,,,
esp_map_name_static,9AF000,9B6C00,8F1920,8F4EF0,7C00,Y,,,,,,
icon_item_vtx_static,9B7000,9B72E0,8F4EF0,8F4FE0,2E0,Y,,,,,,
map_i_static,9B8000,9B9310,8F4FE0,0,1310,N,,,,,,
map_grand_static,9B9310,9C2660,8F62F0,0,9350,N,,,,,,
nes_item_name_static,9C2660,9D02F0,8FF640,0,DC90,N,,,,,,
ger_item_name_static,9D02F0,9DCD40,90D2D0,0,CA50,N,,,,,,
fra_item_name_static,9DCD40,9EA4E0,919D20,0,D7A0,N,,,,,,
esp_item_name_static,9EA4E0,9F7F20,9274C0,0,DA40,N,,,,,,
DBG_00A02F20,9F7F20,9F9840,934F00,0,1920,N,,,,,,
DBG_00A04840,9F9840,9FB330,936820,0,1AF0,N,,,,,,
DBG_00A06330,9FB330,9FD200,938310,0,1ED0,N,,,,,,
DBG_00A08200,9FD200,9FEE70,93A1E0,0,1C70,N,,,,,,
icon_item_static,9FEE70,A44140,93BE50,0,452D0,N,,,,,,
icon_item_24_static,A44140,A48A00,981120,0,48C0,N,,,,,,
schedule_dma_static_old,A48A00,A53C20,FFFFFFFF,FFFFFFFF,B220,Y,,,,,,
schedule_dma_static,A54000,A5AA10,9859E0,0,6A10,N,,,,,,
schedule_static,A5AA10,A610E0,98C3F0,98E650,66D0,Y,,,,,,
story_static,A62000,A87C00,98E650,9A9AF0,25C00,Y,,,,,,
nes_do_action_static,A88000,A8BF00,9A9AF0,0,3F00,N,,,,,,
ger_do_action_static,A8C000,A8FF00,9AD9F0,0,3F00,N,,,,,,
fra_do_action_static,A90000,A93F00,9B18F0,0,3F00,N,,,,,,
esp_do_action_static,A94000,A97F00,9B57F0,0,3F00,N,,,,,,
message_static,A98000,A9D180,9B96F0,0,5180,N,,,,,,
message_texture_static,A9E000,A9F200,9BE870,0,1200,N,,,,,,
nes_font_static,AA0000,AA4E00,9BFA70,0,4E00,N,,,,,,
nes_message_data_static,AA5000,B0EA80,9C4870,0,69A80,N,,,,,,
ger_message_data_static,B0F000,B83DF0,A2E2F0,0,74DF0,N,,,,,,
fra_message_data_static,B84000,BF5120,AA30E0,0,71120,N,,,,,,
esp_message_data_static,BF6000,C645C0,B14200,0,6E5C0,N,,,,,,
staff_message_data_static,C65000,C65E80,B827C0,0,E80,N,,,,,,
nes_message_table_static,C66000,C6EF70,B83640,0,8F70,N,,,,,,
ger_message_table_static,C6F000,C77D00,B8C5B0,0,8D00,N,,,,,,
fra_message_table_static,C78000,C80CE0,B952B0,0,8CE0,N,,,,,,
esp_message_table_static,C81000,C89CE0,B9DF90,0,8CE0,N,,,,,,
code,C8A000,DBF850,BA6C70,C5E500,135850,Y,,,,,,
ovl_title,DBF850,DC0180,C5E500,C5EC00,930,Y,80800000,80800930,930,0,gamestate,2
ovl_select,DC0180,DC3660,C5EC00,C60B40,34E0,Y,80800930,80803E10,34E0,0,gamestate,1
ovl_opening,DC3660,DC3880,C60B40,C60D20,220,Y,80803E10,80804030,220,0,gamestate,4
ovl_file_choose,DC3880,DD6410,C60D20,C6B5F0,12B90,Y,80804030,80816BF0,12BC0,30,gamestate,5
ovl_daytelop,DD6410,DD77D0,C6B5F0,C6BDC0,13C0,Y,80816BF0,80817FB0,13C0,0,gamestate,6
ovl_kaleido_scope,DD77D0,DEC920,C6BDC0,C786F0,15150,Y,80817FB0,8082D140,15190,40,kaleido,0
ovl_Player_Actor,DEC920,E219F0,C786F0,C9C360,350D0,Y,8082D140,80862290,35150,80,kaleido,1
ovl_En_Test,E219F0,E226F0,C9C360,C9CDF0,D00,Y,80862290,80862F90,D00,0,actor,1
ovl_En_GirlA,E226F0,E241F0,C9CDF0,C9DAB0,1B00,Y,80862F90,80864A90,1B00,0,actor,2
ovl_En_Part,E241F0,E24810,C9DAB0,C9E000,620,Y,80864A90,808650B0,620,0,actor,3
ovl_En_Light,E24810,E25680,C9E000,C9EA10,E70,Y,808650B0,80865F20,E70,0,actor,4
ovl_En_Door,E25680,E26A40,C9EA10,C9F9A0,13C0,Y,80865F20,808672F0,13D0,10,actor,5
ovl_En_Box,E26A40,E28C00,C9F9A0,CA1240,21C0,Y,808672F0,808694B0,21C0,0,actor,6
ovl_En_Pametfrog,E28C00,E2CC90,CA1240,CA3CC0,4090,Y,808694B0,8086D540,4090,0,actor,7
ovl_En_Okuta,E2CC90,E2FC20,CA3CC0,CA5DF0,2F90,Y,8086D540,808704D0,2F90,0,actor,8
ovl_En_Bom,E2FC20,E334C0,CA5DF0,CA8290,38A0,Y,808704D0,80873F30,3A60,1C0,actor,9
ovl_En_Wallmas,E334C0,E35320,CA8290,CA9820,1E60,Y,80873F30,80875D90,1E60,0,actor,A
ovl_En_Dodongo,E35320,E383A0,CA9820,CABA70,3080,Y,80875D90,80878E10,3080,0,actor,B
ovl_En_Firefly,E383A0,E3A3E0,CABA70,CAD0C0,2040,Y,80878E10,8087AE50,2040,0,actor,C
ovl_En_Horse,E3A3E0,E48EF0,CAD0C0,CB5A70,EB10,Y,8087AE50,80889960,EB10,0,actor,D
ovl_En_Arrow,E48EF0,E4B1C0,CB5A70,CB7320,22D0,Y,80889960,8088BC30,22D0,0,actor,F
ovl_En_Elf,E4B1C0,E4FD10,CB7320,CBA690,4B50,Y,8088BC30,80890780,4B50,0,actor,10
ovl_En_Niw,E4FD10,E524A0,CBA690,CBC3F0,2790,Y,80890780,80892F10,2790,0,actor,11
ovl_En_Tite,E524A0,E55BE0,CBC3F0,CBE930,3740,Y,80892F10,80896650,3740,0,actor,12
ovl_En_Peehat,E55BE0,E58610,CBE930,CC0650,2A30,Y,80896650,80899080,2A30,0,actor,14
ovl_En_Holl,E58610,E59390,CC0650,CC1090,D80,Y,80899080,80899E00,D80,0,actor,18
ovl_En_Dinofos,E59390,E5D590,CC1090,CC3C30,4200,Y,80899E00,8089E000,4200,0,actor,19
ovl_En_Hata,E5D590,E5DA40,CC3C30,CC4060,4B0,Y,8089E000,8089E4B0,4B0,0,actor,1A
ovl_En_Zl1,E5DA40,E5DAD0,CC4060,CC40C0,90,Y,8089E4B0,8089E540,90,0,actor,1B
ovl_En_Viewer,E5DAD0,E5E180,CC40C0,CC45B0,6B0,Y,8089E540,8089EC00,6C0,10,actor,1C
ovl_En_Bubble,E5E180,E5F590,CC45B0,CC54F0,1410,Y,8089EC00,808A0010,1410,0,actor,1D
ovl_Door_Shutter,E5F590,E61170,CC54F0,CC6910,1BE0,Y,808A0010,808A1BF0,1BE0,0,actor,1E
ovl_En_Boom,E61170,E61E50,CC6910,CC7410,CE0,Y,808A1BF0,808A28D0,CE0,0,actor,20
ovl_En_Torch2,E61E50,E62310,CC7410,CC7830,4C0,Y,808A28D0,808A2D90,4C0,0,actor,21
ovl_En_Minifrog,E62310,E63CF0,CC7830,CC8AC0,19E0,Y,808A2D90,808A4770,19E0,0,actor,22
ovl_En_St,E63CF0,E665D0,CC8AC0,CCA780,28E0,Y,808A4770,808A7050,28E0,0,actor,24
ovl_Obj_Wturn,E665D0,E66AD0,CCA780,CCAB70,500,Y,808A7050,808A7550,500,0,actor,27
