File name,VROM start,VROM end,ROM start,ROM end,Size (VROM),Compressed?,VRAM start,VRAM end,Size (VRAM),bss,type,number
makerom,0,1060,0,0,1060,N,,,,,,
boot,1060,7960,1060,0,6900,N,,,,,,
dmadata,7960,D8C0,7960,0,5F60,N,,,,,,
Audiobank,D8C0,39680,D8C0,0,2BDC0,N,,,,,,
Audioseq,39680,89100,39680,0,4FA80,N,,,,,,
Audiotable,89100,4DA490,89100,0,451390,N,,,,,,
kanji,4DA490,556790,4DA490,0,7C300,N,,,,,,
link_animetion,557000,7BCC30,556790,0,265C30,N,,,,,object,
icon_item_static,7BD000,8458A0,7BC3C0,0,888A0,N,,,,,,
icon_item_24_static,846000,851400,844C60,0,B400,N,,,,,,
icon_item_field_static,852000,85D930,850060,856AC0,B930,Y,,,,,,
icon_item_dungeon_static,85E000,85FD80,856AC0,8570E0,1D80,Y,,,,,,
icon_item_gameover_static,860000,863300,8570E0,8587E0,3300,Y,,,,,,
icon_item_jpn_static,864000,871C80,8587E0,85DD90,DC80,Y,,,,,,
icon_item_nes_static,872000,87FC80,85DD90,863770,DC80,Y,,,,,,
item_name_static,880000,8BD800,863770,0,3D800,N,,,,,,
map_name_static,8BE000,8DF800,8A0F70,0,21800,N,,,,,,
do_action_static,8E0000,8E5700,8C2770,0,5700,N,,,,,,
message_static,8E6000,8EA180,8C7E70,0,4180,N,,,,,,
message_texture_static,8EB000,8EC200,8CBFF0,0,1200,N,,,,,,
nes_font_static,8ED000,8F1580,8CD1F0,0,4580,N,,,,,,
jpn_message_data_static,8F2000,92C350,8D1770,0,3A350,N,,,,,,
nes_message_data_static,92D000,9650E0,90BAC0,0,380E0,N,,,,,,
staff_message_data_static,966000,966F60,943BA0,0,F60,N,,,,,,
map_grand_static,967000,975350,944B00,0,E350,N,,,,,,
map_i_static,976000,A64110,952E50,0,EE110,N,,,,,,
map_48x85_static,A65000,A86DE0,A40F60,0,21DE0,N,,,,,,
code,A87000,B8ADA0,A62D40,AFDE00,103DA0,Y,,,,,,
n64dd,B8ADA0,B9DA70,AFDE00,B07AF0,12CD0,Y,,,,,,
ovl_title,B9DA70,B9E430,B07AF0,B082B0,9C0,Y,80800000,808009C0,9C0,0,gamestate,2
ovl_select,B9E430,BA1190,B082B0,B09E10,2D60,Y,808009C0,80803720,2D60,0,gamestate,1
ovl_opening,BA1190,BA12F0,B09E10,B09F40,160,Y,80803720,80803880,160,0,gamestate,4
ovl_file_choose,BA12F0,BB1210,B09F40,B12D60,FF20,Y,80803880,808137C0,FF40,20,gamestate,5
ovl_kaleido_scope,BB1210,BCDBA0,B12D60,B21DA0,1C990,Y,808137C0,808301C0,1CA00,70,kaleido,0
ovl_player_actor,BCDBA0,BF4210,B21DA0,B3B090,26670,Y,808301C0,80856900,26740,D0,kaleido,1
ovl_map_mark_data,BF4210,BFAD70,B3B090,B3B440,6B60,Y,80856900,8085D460,6B60,0,mapmarkdata,0
ovl_En_Test,BFAD70,C00620,B3B440,B3E910,58B0,Y,8085D460,80862D10,58B0,0,actor,2
ovl_En_GirlA,C00620,C02F40,B3E910,B3FD80,2920,Y,80862D10,80865630,2920,0,actor,4
ovl_En_Part,C02F40,C04550,B3FD80,B40DA0,1610,Y,80865630,80866C40,1610,0,actor,7
