File name,VROM start,VROM end,ROM start,ROM end,Size (VROM),Compressed?,VRAM start,VRAM end,Size (VRAM),bss,type,number
makerom,0,1060,0,0,1060,N,,,,,,
boot,1060,1C110,1060,0,1B0B0,N,,,,,,
dmadata,1C110,222F0,1C110,0,61E0,N,,,,,,
Audiobank,222F0,48160,222F0,0,25E70,N,,,,,,
Audioseq,48160,995D0,48160,0,51470,N,,,,,,
Audiotable,995D0,5E0580,995D0,0,546FB0,N,,,,,,
kanji,5E0580,65C880,5E0580,0,7C300,N,,,,,,
link_animetion,65D000,965800,65C880,0,308800,N,,,,,object,
icon_item_static,966000,A1C1A0,965080,9A8C90,B61A0,Y,,,,,,
icon_item_24_static,A1D000,A24700,9A8C90,0,7700,N,,,,,,
icon_item_field_static,A25000,A39AF0,9B0390,9BA6B0,14AF0,Y,,,,,,
icon_item_dungeon_static,A3A000,A3EB80,9BA6B0,9BBA50,4B80,Y,,,,,,
icon_item_gameover_static,A3F000,A42300,9BBA50,9BD150,3300,Y,,,,,,
icon_item_jpn_static,A43000,A4A780,9BD150,9C0310,7780,Y,,,,,,
map_i_static,A4B000,A4C310,9C0310,0,1310,N,,,,,,
map_grand_static,A4C310,A55660,9C1620,0,9350,N,,,,,,
item_name_static,A55660,A68270,9CA970,0,12C10,N,,,,,,
map_name_static,A68270,A69E60,9DD580,0,1BF0,N,,,,,,
PLACEHOLDER_01,A69E60,AB2CF0,9DF170,0,48E90,N,,,,,,
PLACEHOLDER_02,AB2CF0,ABDF10,A28000,0,B220,N,,,,,,
PLACEHOLDER_03,ABE000,AC1670,A33220,0,3670,N,,,,,,
story_static,AC2000,AE7C00,A36890,A51D30,25C00,Y,,,,,,
do_action_static,AE8000,AEBF00,A51D30,0,3F00,N,,,,,,
message_static,AEC000,AF1180,A55C30,0,5180,N,,,,,,
message_texture_static,AF2000,AF3200,A5ADB0,0,1200,N,,,,,,
nes_font_static,AF4000,AF8580,A5BFB0,0,4580,N,,,,,,
jpn_message_data_static,AF9000,B5D110,A60530,0,64110,N,,,,,,
staff_message_data_static,B5E000,B5ECE0,AC4640,0,CE0,N,,,,,,
code,B5F000,C9B6F0,AC5320,B820B0,13C6F0,Y,,,,,,
ovl_title,C9B6F0,C9C1C0,B820B0,B82850,AD0,Y,80800000,80800AD0,AD0,0,gamestate,2
ovl_select,C9C1C0,C9F6D0,B82850,B847D0,3510,Y,80800AD0,80803FE0,3510,0,gamestate,1
ovl_opening,C9F6D0,C9F9C0,B847D0,B84A00,2F0,Y,80803FE0,808042D0,2F0,0,gamestate,4
ovl_file_choose,C9F9C0,CB02C0,B84A00,B8E180,10900,Y,808042D0,80814BF0,10920,20,gamestate,5
ovl_daytelop,CB02C0,CB14B0,B8E180,B8E8E0,11F0,Y,80814BF0,80815DE0,11F0,0,gamestate,6
ovl_kaleido_scope,CB14B0,CC9A20,B8E8E0,B9D030,18570,Y,80815DE0,8082E390,185B0,40,kaleido,0
ovl_Player_Actor,CC9A20,CFE660,B9D030,BC0950,34C40,Y,8082E390,808630F0,34D60,120,kaleido,1
ovl_En_Test,CFE660,CFF370,BC0950,BC13E0,D10,Y,808630F0,80863E00,D10,0,actor,1
ovl_En_GirlA,CFF370,D00E70,BC13E0,BC20A0,1B00,Y,80863E00,80865900,1B00,0,actor,2
ovl_En_Part,D00E70,D01490,BC20A0,BC25F0,620,Y,80865900,80865F20,620,0,actor,3
ovl_En_Light,D01490,D022F0,BC25F0,BC2FE0,E60,Y,80865F20,80866D80,E60,0,actor,4
ovl_En_Door,D022F0,D036B0,BC2FE0,BC3F70,13C0,Y,80866D80,80868150,13D0,10,actor,5
ovl_En_Box,D036B0,D05860,BC3F70,BC5800,21B0,Y,80868150,8086A300,21B0,0,actor,6
ovl_En_Pametfrog,D05860,D098F0,BC5800,BC8280,4090,Y,8086A300,8086E390,4090,0,actor,7
ovl_En_Okuta,D098F0,D0C8E0,BC8280,BCA400,2FF0,Y,8086E390,80871380,2FF0,0,actor,8
ovl_En_Bom,D0C8E0,D10190,BCA400,BCC8B0,38B0,Y,80871380,80874DF0,3A70,1C0,actor,9
ovl_En_Wallmas,D10190,D11FF0,BCC8B0,BCDE20,1E60,Y,80874DF0,80876C50,1E60,0,actor,A
ovl_En_Dodongo,D11FF0,D15070,BCDE20,BD0060,3080,Y,80876C50,80879CD0,3080,0,actor,B
ovl_En_Firefly,D15070,D17040,BD0060,BD1680,1FD0,Y,80879CD0,8087BCA0,1FD0,0,actor,C
ovl_En_Horse,D17040,D25C20,BD1680,BDA0E0,EBE0,Y,8087BCA0,8088A880,EBE0,0,actor,D
ovl_En_Arrow,D25C20,D27EA0,BDA0E0,BDB980,2280,Y,8088A880,8088CB00,2280,0,actor,F
ovl_En_Elf,D27EA0,D2C9F0,BDB980,BDECD0,4B50,Y,8088CB00,80891650,4B50,0,actor,10
ovl_En_Niw,D2C9F0,D2F260,BDECD0,BE0AC0,2870,Y,80891650,80893EC0,2870,0,actor,11
ovl_En_Tite,D2F260,D329A0,BE0AC0,BE3000,3740,Y,80893EC0,80897600,3740,0,actor,12
ovl_En_Peehat,D329A0,D353C0,BE3000,BE4D00,2A20,Y,80897600,8089A020,2A20,0,actor,14
ovl_En_Holl,D353C0,D36140,BE4D00,BE5740,D80,Y,8089A020,8089ADA0,D80,0,actor,18
ovl_En_Dinofos,D36140,D3A340,BE5740,BE82E0,4200,Y,8089ADA0,8089EFA0,4200,0,actor,19
ovl_En_Hata,D3A340,D3A7F0,BE82E0,BE8710,4B0,Y,8089EFA0,8089F450,4B0,0,actor,1A
ovl_En_Zl1,D3A7F0,D3A880,BE8710,BE8770,90,Y,8089F450,8089F4E0,90,0,actor,1B
ovl_En_Viewer,D3A880,D3AF30,BE8770,BE8C60,6B0,Y,8089F4E0,8089FBA0,6C0,10,actor,1C
ovl_En_Bubble,D3AF30,D3C340,BE8C60,BE9BA0,1410,Y,8089FBA0,808A0FB0,1410,0,actor,1D
ovl_Door_Shutter,D3C340,D3DF20,BE9BA0,BEAFB0,1BE0,Y,808A0FB0,808A2B90,1BE0,0,actor,1E
ovl_En_Boom,D3DF20,D3EC00,BEAFB0,BEBAB0,CE0,Y,808A2B90,808A3870,CE0,0,actor,20
ovl_En_Torch2,D3EC00,D3F0C0,BEBAB0,BEBED0,4C0,Y,808A3870,808A3D30,4C0,0,actor,21
ovl_En_Minifrog,D3F0C0,D40AA0,BEBED0,BED160,19E0,Y,808A3D30,808A5710,19E0,0,actor,22
ovl_En_St,D40AA0,D43420,BED160,BEEE70,2980,Y,808A5710,808A8090,2980,0,actor,24
ovl_Obj_Wturn,D43420,D43920,BEEE70,BEF260,500,Y,808A8090,808A8590,500,0,actor,27
ovl_En_River_Sound,D43920,D43B70,BEF260,BEF490,250,Y,808A8590,808A87E0,250,0,actor,28
ovl_En_Ossan,D43B70,D484C0,BEF490,BF20E0,4950,Y,808A87E0,808AD130,4950,0,actor,2A
ovl_En_Famos,D484C0,D4A460,BF20E0,BF35B0,1FA0,Y,808AD130,808AF0D0,1FA0,0,actor,2D
ovl_En_Bombf,D4A460,D4B870,BF35B0,BF4570,1410,Y,808AF0D0,808B04E0,1410,0,actor,2F
ovl_En_Am,D4B870,D4CED0,BF4570,BF5590,1660,Y,808B04E0,808B1B40,1660,0,actor,32
ovl_En_Dekubaba,D4CED0,D50DD0,BF5590,BF7ED0,3F00,Y,808B1B40,808B5A40,3F00,0,actor,33
ovl_En_M_Fire1,D50DD0,D50F60,BF7ED0,BF8010,190,Y,808B5A40,808B5BD0,190,0,actor,34
ovl_En_M_Thunder,D50F60,D52F00,BF8010,BF94A0,1FA0,Y,808B5BD0,808B7B70,1FA0,0,actor,35
ovl_Bg_Breakwall,D52F00,D54030,BF94A0,BFA090,1130,Y,808B7B70,808B8CA0,1130,0,actor,36
