File,,Notes,nj0,,,nj1,,,ne0,,,np0,,,np1,,,nek,,,npd,,,ce0,,,cp0,,,cj0,,
,,,Offset,VRAM,Size,Offset,VRAM,Size,Offset,VRAM,Size,Offset,VRAM,Size,Offset,VRAM,Size,Offset,VRAM,Size,Offset,VRAM,Size,Offset,VRAM,Size,Offset,VRAM,Size,Offset,VRAM,Size
voicesetadconverter,,,11840,800918A0,1F0,117A0,80091800,1F0,108A0,80090900,1F0,10900,80090960,1F0,10A40,80090AA0,1F0,10E00,80090E60,1F0,,,,10F00,80090F60,1F0,,,,,,
aisetfreq,,,11A30,80091A90,150,11990,800919F0,150,10A90,80090AF0,150,10AF0,80090B50,150,10C30,80090C90,150,10FF0,80091050,150,,,,110F0,80091150,150,,,,,,
contramread,,,11B80,80091BE0,230,11AE0,80091B40,230,10BE0,80090C40,230,10C40,80090CA0,230,10D80,80090DE0,230,11140,800911A0,230,,,,11240,800912A0,230,,,,,,
voicecontwrite20,,,11DB0,80091E10,230,11D10,80091D70,230,10E10,80090E70,230,10E70,80090ED0,230,10FB0,80091010,230,11370,800913D0,230,,,,11470,800914D0,230,,,,,,
crc,,,11FE0,80092040,170,11F40,80091FA0,170,11040,800910A0,170,110A0,80091100,170,111E0,80091240,170,115A0,80091600,170,,,,116A0,80091700,170,,,,,,
getactivequeue,,,12150,800921B0,10,120B0,80092110,10,111B0,80091210,10,11210,80091270,10,11350,800913B0,10,11710,80091770,10,,,,11810,80091870,10,,,,,,
normalize,,,12160,800921C0,60,120C0,80092120,60,111C0,80091220,60,11220,80091280,60,11360,800913C0,60,11720,80091780,60,,,,11820,80091880,60,,,,,,
setcompare,,,121C0,80092220,10,12120,80092180,10,11220,80091280,10,11280,800912E0,10,113C0,80091420,10,11780,800917E0,10,,,,11880,800918E0,10,,,,,,
getcompare,,,121D0,80092230,10,12130,80092190,10,11230,80091290,10,11290,800912F0,10,113D0,80091430,10,11790,800917F0,10,,,,11890,800918F0,10,,,,,,
dpgetstat,,,121E0,80092240,10,12140,800921A0,10,11240,800912A0,10,112A0,80091300,10,113E0,80091440,10,117A0,80091800,10,,,,118A0,80091900,10,,,,,,
dpsetstat,,,121F0,80092250,10,12150,800921B0,10,11250,800912B0,10,112B0,80091310,10,113F0,80091450,10,117B0,80091810,10,,,,118B0,80091910,10,,,,,,
bcopy,,,12200,80092260,310,12160,800921C0,310,11260,800912C0,310,112C0,80091320,310,11400,80091460,310,117C0,80091820,310,,,,118C0,80091920,310,,,,,,
resetglobalintmask,,,12510,80092570,60,12470,800924D0,60,11570,800915D0,60,115D0,80091630,60,11710,80091770,60,11AD0,80091B30,60,,,,11BD0,80091C30,60,,,,,,
pfsdeletefile,,,12570,800925D0,270,124D0,80092530,270,115D0,80091630,270,11630,80091690,270,11770,800917D0,270,11B30,80091B90,270,,,,11C30,80091C90,270,,,,,,
ortho,,,127E0,80092840,1C0,12740,800927A0,1C0,11840,800918A0,1C0,118A0,80091900,1C0,119E0,80091A40,1C0,11DA0,80091E00,1C0,,,,11EA0,80091F00,1C0,,,,,,
interrupt,,,129A0,80092A00,90,12900,80092960,90,11A00,80091A60,90,11A60,80091AC0,90,11BA0,80091C00,90,11F60,80091FC0,90,,,,12060,800920C0,90,,,,,,
vi,,,12A30,80092A90,120,12990,800929F0,120,11A90,80091AF0,120,11AF0,80091B50,120,11C30,80091C90,120,11FF0,80092050,120,,,,120F0,80092150,120,,,,,,
viswapcontext,,,12B50,80092BB0,300,12AB0,80092B10,300,11BB0,80091C10,300,11C10,80091C70,300,11D50,80091DB0,300,12110,80092170,300,,,,12210,80092270,300,,,,,,
pigetcmdq,,,12E50,80092EB0,30,12DB0,80092E10,30,11EB0,80091F10,30,11F10,80091F70,30,12050,800920B0,30,12410,80092470,30,,,,12510,80092570,30,,,,,,
cosf,,,12E80,80092EE0,170,12DE0,80092E40,170,11EE0,80091F40,170,11F40,80091FA0,170,12080,800920E0,170,12440,800924A0,170,,,,12540,800925A0,170,,,,,,
epiread,,,12FF0,80093050,50,12F50,80092FB0,50,12050,800920B0,50,120B0,80092110,50,121F0,80092250,50,125B0,80092610,50,,,,126B0,80092710,50,,,,,,
visetspecial,,,13040,800930A0,160,12FA0,80093000,160,120A0,80092100,160,12100,80092160,160,12240,800922A0,160,12600,80092660,160,,,,12700,80092760,160,,,,,,
coss,,,131A0,80093200,30,13100,80093160,30,12200,80092260,30,12260,800922C0,30,123A0,80092400,30,12760,800927C0,30,,,,12860,800928C0,30,,,,,,
settime,,,131D0,80093230,30,13130,80093190,30,12230,80092290,30,12290,800922F0,30,123D0,80092430,30,12790,800927F0,30,,,,12890,800928F0,30,,,,,,
voicestopread,,,13200,80093260,120,13160,800931C0,120,12260,800922C0,120,122C0,80092320,120,12400,80092460,120,127C0,80092820,120,,,,128C0,80092920,120,,,,,,
visetevent,,,13320,80093380,60,13280,800932E0,60,12380,800923e0,60,123E0,80092440,60,12520,80092580,60,128E0,80092940,60,,,,129E0,80092A40,60,,,,,,
pfsisplug,,,13380,800933E0,2F0,132E0,80093340,2F0,123E0,80092440,2F0,12440,800924A0,2F0,12580,800925E0,2F0,12940,800929A0,2F0,,,,12A40,80092AA0,2F0,,,,,,
voicegetstatus,,,13670,800936D0,1F0,135D0,80093630,1F0,126D0,80092730,1F0,12730,80092790,1F0,12870,800928D0,1F0,12C30,80092C90,1F0,,,,12D30,80092D90,1F0,,,,,,
cartrominit,,,13860,800938C0,160,137C0,80093820,160,128C0,80092920,160,12920,80092980,160,12A60,80092AC0,160,12E20,80092E80,160,,,,12F20,80092F80,160,,,,,,
guS2DInitBg,,,139C0,80093A20,180,13920,80093980,180,12A20,80092A80,180,12A80,80092AE0,180,12BC0,80092C20,180,12F80,80092FE0,180,,,,13080,800930E0,180,,,,,,
pfsselectbank,,,13B40,80093BA0,80,13AA0,80093B00,80,12BA0,80092C00,80,12C00,80092C60,80,12D40,80092DA0,80,13100,80093160,80,,,,13200,80093260,80,,,,,,
contsetch,,,13BC0,80093C20,60,13B20,80093B80,60,12C20,80092C80,60,12C80,80092CE0,60,12DC0,80092E20,60,13180,800931E0,60,,,,13280,800932E0,60,,,,,,
setfpccsr,,,13C20,80093C80,10,13B80,80093BE0,10,12C80,80092CE0,10,12CE0,80092D40,10,12E20,80092E80,10,131E0,80093240,10,,,,132E0,80093340,10,,,,,,
getfpccsr,,,13C30,80093C90,10,13B90,80093BF0,10,12C90,80092CF0,10,12CF0,80092D50,10,12E30,80092E90,10,131F0,80093250,10,,,,132F0,80093350,10,,,,,,
pfsfilestate,,,13C40,80093CA0,1E0,13BA0,80093C00,1E0,12CA0,80092D00,1E0,12D00,80092D60,1E0,12E40,80092EA0,1E0,13200,80093260,1E0,,,,13300,80093360,1E0,,,,,,
[PADDING],,,13E20,80093E80,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,-,-,-,,,,,,
pfsinitpak,,,13E40,80093EA0,310,13D80,80093DE0,310,12E80,80092EE0,310,12EE0,80092F40,310,13020,80093080,310,133E0,80093440,310,,,,134E0,80093540,310,,,,,,
pfschecker,,,14150,800941B0,9B0,14090,800940F0,9B0,13190,800931F0,9B0,131F0,80093250,9B0,13330,80093390,9B0,136F0,80093750,9B0,,,,137F0,80093850,9B0,,,,,,
aigetlen,,,14B00,80094B60,10,14A40,80094AA0,10,13B40,80093BA0,10,13BA0,80093C00,10,13CE0,80093D40,10,140A0,80094100,10,,,,141A0,80094200,10,,,,,,
epiwrite,,,14B10,80094B70,50,14A50,80094AB0,50,13B50,80093BB0,50,13BB0,80093C10,50,13CF0,80093D50,50,140B0,80094110,50,,,,141B0,80094210,50,,,,,,
maptlbrdb,,,14B60,80094BC0,60,14AA0,80094B00,60,13BA0,80093C00,60,13C00,80093C60,60,13D40,80093DA0,60,14100,80094160,60,,,,14200,80094260,60,,,,,,
yieldthread,,,14BC0,80094C20,50,14B00,80094B60,50,13C00,80093C60,50,13C60,80093CC0,50,13DA0,80093E00,50,14160,800941C0,50,,,,14260,800942C0,50,,,,,,
[PADDING],,,14C10,80094C70,10,14B50,80094BB0,10,13C50,80093CB0,10,13CB0,80093D10,10,13DF0,80093E50,10,141B0,80094210,10,,,,142B0,80094310,10,,,,,,
guTranslate,,,14C20,80094C80,D0,14B60,80094BC0,D0,13C60,80093CC0,D0,13CC0,80093D20,D0,13E00,80093E60,D0,141C0,80094220,D0,,,,142C0,80094320,D0,,,,,,
getcause,,,14CF0,80094D50,10,14C30,80094C90,10,13D30,80093D90,10,13D90,80093DF0,10,13ED0,80093F30,10,14290,800942F0,10,,,,14390,800943F0,10,,,,,,
contramwrite,,,14D00,80094D60,250,14C40,80094CA0,250,13D40,80093DA0,250,13DA0,80093E00,250,13EE0,80093F40,250,142A0,80094300,250,,,,143A0,80094400,250,,,,,,
epirawwrite,,,14F50,80094FB0,160,14E90,80094EF0,160,13F90,80093FF0,160,13FF0,80094050,160,14130,80094190,160,144F0,80094550,160,,,,145F0,80094650,160,,,,,,
settimer,,,150B0,80095110,190,14FF0,80095050,190,140F0,80094150,190,14150,800941B0,190,14290,800942F0,190,14650,800946B0,190,,,,14750,800947B0,190,,,,,,
xldtob,,,15240,800952A0,B10,15180,800951E0,B10,14280,800942E0,B10,142E0,80094340,B10,14420,80094480,B10,147E0,80094840,B10,,,,148E0,80094940,B10,,,,,,
ldiv,,,15D50,80095DB0,190,15C90,80095CF0,190,14D90,80094DF0,190,14DF0,80094E50,190,14F30,80094F90,190,152F0,80095350,190,,,,153F0,80095450,190,,,,,,
xlitob,,,15EE0,80095F40,2A0,15E20,80095E80,2A0,14F20,80094F80,2A0,14F80,80094FE0,2A0,150C0,80095120,2A0,15480,800954E0,2A0,,,,15580,800955E0,2A0,,,,,,
sirawwrite,,,16180,800961E0,50,160C0,80096120,50,151C0,80095220,50,15220,80095280,50,15360,800953C0,50,15720,80095780,50,1DB40,,50,15820,80095880,50,,,,,,
spgetstat,,,161D0,80096230,10,16110,80096170,10,15210,80095270,10,15270,800952D0,10,153B0,80095410,10,15770,800957D0,10,,,,15870,800958D0,10,,,,,,
spsetstat,,,161E0,80096240,10,16120,80096180,10,15220,80095280,10,15280,800952E0,10,153C0,80095420,10,15780,800957E0,10,,,,15880,800958E0,10,,,,,,
[PADDING],,,161F0,80096250,10,16130,80096190,10,15230,80095290,10,15290,800952F0,10,153D0,80095430,10,15790,800957F0,10,,,,15890,800958F0,10,,,,,,
vimgr,,,16200,80096260,310,16140,800961A0,310,15240,800952A0,310,152A0,80095300,310,153E0,80095440,310,157A0,80095800,310,,,,158A0,80095900,310,,,,,,
vigetcurrcontext,,,16510,80096570,10,16450,800964B0,10,15550,800955B0,10,155B0,80095610,10,156F0,80095750,10,15AB0,80095B10,10,,,,15BB0,80095C10,10,,,,,,
writebackdcacheall,,,16520,80096580,30,16460,800964C0,30,15560,800955C0,30,155C0,80095620,30,15700,80095760,30,15AC0,80095B20,30,1DEE0,,30,15BC0,80095C20,30,,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1DF10,,,-,-,-,,,,,,
getcurrfaultthread,,,16550,800965B0,10,16490,800964F0,10,15590,800955F0,10,155F0,80095650,10,15730,80095790,10,15AF0,80095B50,10,1DFA0,,,15BF0,80095C50,10,,,,,,
voicemaskdictionary,,,16560,800965C0,130,164A0,80096500,130,155A0,80095600,130,15600,80095660,130,15740,800957A0,130,15B00,80095B60,130,1DFB0,,130,15C00,80095C60,130,,,,,,
[PADDING],,,16690,800966F0,10,165D0,80096630,10,156D0,80095730,10,15730,80095790,10,15870,800958D0,10,15C30,80095C90,10,-,-,-,15D30,80095D90,10,,,,,,
guMtxF2L,,,166A0,80096700,70,165E0,80096640,70,156E0,80095740,70,15740,800957A0,70,15880,800958E0,70,15C40,80095CA0,70,1E0E0,,,15D40,80095DA0,70,,,,,,
startthread,,,16710,80096770,150,16650,800966B0,150,15750,800957b0,150,157B0,80095810,150,158F0,80095950,150,15CB0,80095D10,150,,,,15DB0,80095E10,150,,,,,,
visetyscale,,,16860,800968C0,50,167A0,80096800,50,158A0,80095900,50,15900,80095960,50,15A40,80095AA0,50,15E00,80095E60,50,,,,15F00,80095F60,50,,,,,,
visetxscale,,,168B0,80096910,110,167F0,80096850,110,158F0,80095950,110,15950,800959B0,110,15A90,80095AF0,110,15E50,80095EB0,110,,,,15F50,80095FB0,110,,,,,,
llcvt,,,169C0,80096A20,210,16900,80096960,210,15A00,80095A60,210,15A60,80095AC0,210,15BA0,80095C00,210,15F60,80095FC0,210,,,,16060,800960C0,210,,,,,,
voicecheckword,,,16BD0,80096C30,6F0,16B10,80096B70,6F0,15C10,80095C70,6F0,15C70,80095CD0,6F0,15DB0,80095E10,6F0,16170,800961D0,6F0,,,,16270,800962D0,6F0,,,,,,
voicecontrolgain,,,172C0,80097320,B0,17200,80097260,B0,16300,80096360,B0,16360,800963C0,B0,164A0,80096500,B0,16860,800968C0,B0,,,,16960,800969C0,B0,,,,,,
voicestartreaddata,,,17370,800973D0,C0,172B0,80097310,C0,163B0,80096410,C0,16410,80096470,C0,16550,800965B0,C0,16910,80096970,C0,,,,16A10,80096A70,C0,,,,,,
vigetcurrframebuf,,,17430,80097490,40,17370,800973D0,40,16470,800964D0,40,164D0,80096530,40,16610,80096670,40,169D0,80096A30,40,,,,16AD0,80096B30,40,,,,,,
spsetpc,,,17470,800974D0,30,173B0,80097410,30,164B0,80096510,30,16510,80096570,30,16650,800966B0,30,16A10,80096A70,30,,,,16B10,80096B70,30,,,,,,
voicecontwrite4,,,174A0,80097500,230,173E0,80097440,230,164E0,80096540,230,16540,800965A0,230,16680,800966E0,230,16A40,80096AA0,230,,,,16B40,80096BA0,230,,,,,,
gethwinterrupt,,,176D0,80097730,30,17610,80097670,30,16710,80096770,30,16770,800967D0,30,168B0,80096910,30,16C70,80096CD0,30,,,,16D70,80096DD0,30,,,,,,
sethwinterrupt,,,17700,80097760,70,17640,800976A0,70,16740,800967A0,70,167A0,80096800,70,168E0,80096940,70,16CA0,80096D00,70,,,,16DA0,80096E00,70,,,,,,
getwatchlo,,,17770,800977D0,10,176B0,80097710,10,167B0,80096810,10,16810,80096870,10,16950,800969B0,10,16D10,80096D70,10,1F1B0,,,16E10,80096E70,10,,,,,,
setwatchlo,,,17780,800977E0,10,176C0,80097720,10,167C0,80096820,10,16820,80096880,10,16960,800969C0,10,16D20,80096D80,10,1F1C0,,,16E20,80096E80,10,,,,,,
fmodf,,,17790,800977F0,50,176D0,80097730,50,167D0,80096830,50,16830,80096890,50,16970,800969D0,50,16D30,80096D90,50,,,,16E30,80096E90,50,,,,,,
__osMemset,,,177E0,80097840,30,17720,80097780,30,16820,80096880,30,16880,800968E0,30,169C0,80096A20,30,16D80,80096DE0,30,,,,16E80,80096EE0,30,,,,,,
__osStrcmp,,,17810,80097870,40,17750,800977B0,40,16850,800968B0,40,168B0,80096910,40,169F0,80096A50,40,16DB0,80096E10,40,,,,16EB0,80096F10,40,,,,,,
__osStrcpy,,,17850,800978B0,40,17790,800977F0,40,16890,800968F0,40,168F0,80096950,40,16A30,80096A90,40,16DF0,80096E50,40,,,,16EF0,80096F50,40,,,,,,
__osMemcpy,,,17890,800978F0,90,177D0,80097830,90,168D0,80096930,90,16930,80096990,90,16A70,80096AD0,90,16E30,80096E90,90,,,,16F30,80096F90,90,,,,,,
rspboot,,rspabi,,,,17860,800978C0,,16960,800969C0,160,169C0,80096A20,,,,,16EC0,80096F20,160,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Start of data,17920,80097980,1840,17860,800978C0,1840,16960,800969C0,17D0,169C0,80096A20,18C0,16B00,80096B60,18C0,16EC0,80096F20,17E0,1F470,8009F4D0,17E0,16FB0,80097010,18E0,,,,,,
,,Start of rodata,19160,800991C0,1F50,190A0,80099100,1F50,18130,80098190,1370,18280,800982E0,1370,183C0,80098420,14B0,186A0,80098700,1450,20EB0,800A0F10,17E0,18890,800988F0,15A0,,,,,,
,,Start of bss,1B0B0,8009B110,63A0,1AFF0,8009B050,63A0,194A0,80099500,63B0,195F0,80099650,63B0,19870,800998D0,63B0,19AF0,80099B50,63B0,23F00,800A3F60,C7E0,19E30,80099E90,63E0,19E30,80099E90,63E0,19E30,80099E90,63E0
,,End of file,,,,,,,,8009F8B0,,,,,,,,,8009FF00,,,,,,,,,,,,,
