File,,Notes,nj0,,,nj1,,,ne0,,,np0,,,np1,,,nek,,,neg,,,npd,,,cj0,,,ce0,,,cp0,,
,,,Offset,VRAM,Size,Offset,VRAM,Size,Offset,VRAM,Size,Offset,VRAM,Size,Offset,VRAM,Size,Offset,VRAM,Size,Offset,VRAM,Size,Offset,VRAM,Size,Offset,VRAM,Size,Offset,VRAM,Size,Offset,VRAM,Size
z_effect_soft_sprite,,,A590,800B1C30,AC0,A590,800B1B70,AC0,A590,800B0050,AC0,A590,800B02F0,AC0,A590,800B0570,AC0,A590,800B06B0,AC0,A590,800B0050,AC0,,,,,,,,,,,,
z_effect_soft_sprite_old_init,,,B050,800B26F0,27C0,B050,800B2630,27C0,B050,800B0B10,27C0,B050,800B0DB0,27C0,B050,800B1030,27C0,B050,800B1170,27C0,B050,800B0B10,27C0,,,,,,,,,,,,
flg_set,,,D810,800B4EB0,5B0,D810,800B4DF0,5B0,D810,800B32D0,5B0,-,-,-,-,-,-,D810,800B3930,5B0,D810,800B32D0,5B0,,,,,,,,,,,,
z_DLF,,"Changes, but same size",DDC0,800B5460,250,DDC0,800B53A0,250,DDC0,800B3880,250,D810,800B3570,250,D810,800B37F0,250,DDC0,800B3EE0,250,DDC0,800B3880,250,,,,,,,,,,,,
z_actor,,,E010,800B56B0,BE70,E010,800B55F0,BED0,E010,800B3AD0,BED0,DA60,800B37C0,BCE0,DA60,800B3A40,BCE0,E010,800B4130,BED0,E010,800B3AD0,BED0,00F610,800C60D0,E6E0,00DA60,800B3E80,BED0,00DA60,800B3EA0,BED0,00DA60,800B4000,BCE0
z_actor_dlftbls,,,19E80,800C1520,1E0,019EE0,800C14C0,,19EE0,800BF9A0,1E0,19740,800BF4A0,1E0,19740,800BF720,1E0,19EE0,800C0000,1E0,19EE0,800BF9A0,,,,,019930,800BFD50,1E0,019930,800BFD70,1E0,019740,800BFCE0,
[PADDING],,,1A060,,10,,,,-,-,-,19920,,10,19920,,10,-,-,-,,,,,,,,,,-,-,-,,,
z_bgcheck,,,1A070,800C1710,AF50,,,,1A0C0,800BFB80,AF50,19930,800BF690,AF50,19930,800BF910,AF50,1A0C0,800C01E0,AF50,1A0C0,800BFB80,AF50,,,,,,,,,,,,
z_bg_collect,,,24FC0,800CC660,340,,,,25010,800CAAD0,340,24880,800CA5E0,340,24880,800CA860,340,25010,800CB130,340,25010,800CAAD0,340,,,,,,,,,,,,
z_bg_item,,,25300,800CC9A0,1F0,,,,25350,800CAE10,1F0,24BC0,800CA920,1F0,24BC0,800CABA0,1F0,25350,800CB470,1F0,25350,800CAE10,1F0,,,,,,,,,,,,
code_800CB000,,,254F0,800CCB90,230,,,,25540,800CB000,210,24DB0,800CAB10,210,24DB0,800CAD90,210,25540,800CB660,210,25540,800CB000,,,,,,,,,,,,,
[PADDING],,,25700,,20,,,,-,-,-,24FC0,,20,24FC0,,20,-,-,-,,,,,,,,,,,,,,,
z_camera,,,25720,800CCDC0,15160,,,,25750,800CB210,15190,24FE0,800CAD40,151A0,24FE0,800CAFC0,151A0,25750,800CB870,15190,25750,800CB210,15190,,,,,,,,,,,,
z_collision_btltbls,,,3A880,800E1F20,60,,,,3A8E0,800E03A0,70,3A180,800DFEE0,60,3A180,800E0160,60,3A8E0,800E0A00,60,3A8E0,800E03A0,,,,,,,,,,,,,
[PADDING],,,-,-,-,,,,3A940,,10,3A1E0,,10,3A1E0,,10,3A940,800E0A60,10,,,,,,,,,,,,,,,
z_collision_check,,,3A8E0,800E1F80,8A90,,,,3A950,800E0410,8F50,3A1F0,800DFF50,8A40,3A1F0,800E01D0,8A40,3A950,800E0A70,8A90,3A950,800E0410,8A40,,,,,,,,,,,,
code_800E8EA0,,,43370,800EAA10,4C0,,,,433E0,800E8EA0,4C0,42C30,800E8990,4C0,42C30,800E8C10,4C0,433E0,800E9500,4C0,43390,800E8E50,4C0,,,,,,,,,,,,
z_common_data,,,43830,800EAED0,80,,,,438A0,800E9360,80,430F0,800E8E50,80,430F0,800E90D0,80,438A0,800E99C0,80,43850,800E9310,80,,,,,,,,,,,,
z_debug,,,438B0,800EAF50,90,,,,43920,800E93E0,90,43170,800E8ED0,90,43170,800E9150,90,43920,800E9A40,90,438D0,800E9390,90,,,,,,,,,,,,
z_debug_display,,,43940,800EAFE0,820,,,,439B0,800E9470,820,43200,800E8F60,820,43200,800E91E0,820,439B0,800E9AD0,820,43960,800E9420,820,,,,,,,,,,,,
z_debug_mode,,,44160,800EB800,3D0,,,,441D0,800E9C90,3D0,43A20,800E9780,3D0,43A20,800E9A00,3D0,441D0,800EA2F0,3D0,44180,800E9C40,,,,,,,,,,,,,
[PADDING],,,-,-,-,,,,-,-,-,43DF0,,30,43DF0,,30,-,-,-,,,,,,,,,,,,,,,
z_demo,,,44530,800EBBD0,42B0,445A0,800EBB80,42B0,445A0,800EA060,42C0,43E20,800E9B80,42C0,43E20,800E9E00,42C0,445A0,800EA6C0,42C0,44550,800EA010,42C0,,,,,,,,,,,,
z_draw,,,487E0,800EFE80,1B40,48850,800EFE30,,48860,800EE320,1B40,480E0,800EDE40,1B40,480E0,800EE0C0,1B40,48860,800EE980,1B40,48810,800EE2D0,1B40,,,,,,,,,,,,
z_eff_footmark,,,4A320,800F19C0,530,,,,4A3A0,800EFE60,530,49C20,800EF980,530,49C20,800EFC00,530,4A3A0,800F04C0,530,4A350,800EFE10,530,,,,,,,,,,,,
code_800F0390,,,4A850,800F1EF0,230,,,,4A8D0,800F0390,230,4A150,800EFEB0,230,4A150,800F0130,230,4A8D0,800F09F0,230,4A880,800F0340,230,,,,,,,,,,,,
z_elf_message,,,4AA80,800F2120,200,,,,4AB00,800F05C0,200,4A380,800F00E0,200,4A380,800F0360,200,4AB00,800F0C20,200,4AAB0,800F0570,200,,,,,,,,,,,,
code_800F07C0,,,4AC80,800F2320,A80,,,,4AD00,800F07C0,A90,4A580,800F02E0,A90,4A580,800F0560,A90,4AD00,800F0E20,A90,4ACB0,800F0770,A90,,,,,,,,,,,,
z_face_reaction,,,4B700,800F2DA0,80,,,,4B790,800F1250,80,4B010,800F0D70,80,4B010,800F0FF0,80,4B790,800F18B0,80,4B740,800F1200,80,,,,,,,,,,,,
z_env_flags,,,4B780,800F2E20,190,,,,4B810,800F12D0,190,4B090,800F0DF0,190,4B090,800F1070,190,4B810,800F1930,190,4B7C0,800F1280,190,,,,,,,,,,,,
z_eventmgr,,,4B910,800F2FB0,F90,,,,4B9A0,800F1460,F80,4B220,800F0F80,F90,4B220,800F1200,F90,4B9A0,800F1AC0,F80,4B950,800F1410,F90,,,,,,,,,,,,
z_fcurve_data,,,4C8A0,800F3F40,240,,,,4C920,800F23E0,240,4C1B0,800F1F10,240,4C1B0,800F2190,240,4C920,800F2A40,240,4C8E0,800F23A0,240,,,,,,,,,,,,
z_fcurve_data_skelanime,,,4CAE0,800F4180,710,,,,4CB60,800F2620,710,4C3F0,800F2150,710,4C3F0,800F23D0,710,4CB60,800F2C80,710,4CB20,800F25E0,710,,,,,,,,,,,,
z_fireobj,,,4D1F0,800F4890,C10,,,,4D270,800F2D30,C10,4CB00,800F2860,C10,4CB00,800F2AE0,C10,4D270,800F3390,C10,4D230,800F2CF0,C10,,,,,,,,,,,,
z_horse,,,4DE00,800F54A0,900,,,,4DE80,800F3940,960,4D710,800F3470,960,4D710,800F36F0,960,4DE80,800F3FA0,960,4DE40,800F3900,960,,,,,,,,,,,,
z_jpeg,,,4E700,800F5DA0,770,,,,4E7E0,800F42A0,770,4E070,800F3DD0,770,4E070,800F4050,770,4E7E0,800F4900,770,4E7A0,800F4260,770,,,,,,,,,,,,
z_kaleido_setup,,,4EE70,800F6510,570,,,,4EF50,800F4A10,530,4E7E0,800F4540,540,4E7E0,800F47C0,540,4EF50,800F5070,530,4EF10,800F49D0,530,,,,,,,,,,,,
z_kanfont,,,4F3E0,800F6A80,260,,,,4F480,800F4F40,150,4ED20,800F4A80,150,4ED20,800F4D00,150,4F480,800F55A0,150,4F440,800F4F00,150,,,,,,,,,,,,
z_kankyo,,,4F640,800F6CE0,9BE0,,,,4F5D0,800F5090,9C00,4EE70,800F4BD0,9C40,4EE70,800F4E50,9C40,4F5D0,800F56F0,9C00,4F590,800F5050,9C00,,,,,,,,,,,,
z_lib,,,59220,801008C0,1930,,,,591D0,800FEC90,1930,58AB0,800FE810,1930,58AB0,800FEA90,1930,591D0,800FF2F0,1930,59190,800FEC50,1930,,,,,,,,,,,,
z_lifemeter,,,5AB50,801021F0,13E0,,,,5AB00,801005C0,13E0,5A3E0,80100140,13E0,5A3E0,801003C0,13E0,5AB00,80100C20,13E0,5AAC0,80100580,13E0,,,,,,,,,,,,
z_lights,,,5BF30,801035D0,12C0,,,,5BEE0,801019A0,12C0,5B7C0,80101520,12C0,5B7C0,801017A0,12C0,5BEE0,80102000,12C0,5BEA0,80101960,12C0,,,,,,,,,,,,
z_malloc,,,5D1F0,80104890,1E0,,,,5D1A0,80102C60,1E0,5CA80,801027E0,1E0,5CA80,80102A60,1E0,5D1A0,801032C0,1E0,5D160,80102C20,1E0,,,,,,,,,,,,
z_map_disp,,,5D3D0,80104A70,6660,,,,5D380,80102E40,6660,5CC60,801029C0,6660,5CC60,80102C40,6660,5D380,801034A0,6660,5D340,80102E00,6660,,,,,,,,,,,,
z_map_data,,,63A30,8010B0D0,B60,,,,639E0,801094A0,B60,632C0,80109020,B60,632C0,801092A0,B60,639E0,80109B00,B60,639A0,80109460,B60,,,,,,,,,,,,
z_map_exp,,,64590,8010BC30,760,,,,64540,8010A000,760,63E20,80109B80,760,63E20,80109E00,760,64540,8010A660,770,64500,80109FC0,760,,,,,,,,,,,,
z_msgevent,,,64CF0,8010C390,1900,,,,64CA0,8010A760,1960,64580,8010A2E0,1960,64580,8010A560,1960,64CB0,8010ADD0,1960,64C60,8010A720,1960,,,,,,,,,,,,
z_nmi_buff,,,665F0,8010DC90,F0,,,,66600,8010C0C0,F0,65EE0,8010BC40,F0,65EE0,8010BEC0,F0,66610,8010C730,F0,665C0,8010C080,F0,,,,,,,,,,,,
code_8010C1B0,,,666E0,8010DD80,80,,,,666F0,8010C1B0,80,65FD0,8010BD30,80,65FD0,8010BFB0,80,66700,8010C820,80,666B0,8010C170,80,,,,,,,,,,,,
z_olib,,,66760,8010DE00,940,,,,66770,8010C230,940,66050,8010BDB0,940,66050,8010C030,940,66780,8010C8A0,940,66730,8010C1F0,,,,,,,,,,,,,
[PADDING],,,670A0,,10,,,,670B0,,10,66990,,10,66990,,10,670C0,8010D1E0,10,-,-,-,,,,,,,,,,,,
z_parameter,,,670B0,8010E750,15820,,,,670C0,8010CB80,15960,669A0,8010C700,16010,669A0,8010C980,16010,670D0,8010D1F0,,67070,8010CB30,15960,,,,,,,,,,,,
z_path,,,7C8D0,80123F70,180,,,,7CA20,801224E0,180,7C9B0,80122710,180,7C9B0,80122990,180,7C8D0,801229F0,180,7C9D0,80122490,180,,,,,,,,,,,,
z_pause,,,7CA50,801240F0,80,,,,7CBA0,80122660,80,7CB30,80122890,80,7CB30,80122B10,80,7CA50,80122B70,80,7CB50,80122610,80,,,,,,,,,,,,
z_player_lib,,,7CAD0,80124170,7810,,,,7CC20,801226E0,7810,7CBB0,80122910,7810,7CBB0,80122B90,7810,7CAD0,80122BF0,7810,7CBD0,80122690,7810,,,,,,,,,,,,
z_prenmi,,,842E0,8012B980,190,,,,84430,80129EF0,190,843C0,8012A120,190,843C0,8012A3A0,190,842E0,8012A400,190,843E0,80129EA0,190,,,,,,,,,,,,
z_quake,,,84470,8012BB10,1BD0,,,,845C0,8012A080,1BD0,84550,8012A2B0,1BD0,84550,8012A530,1BD0,84470,8012A590,1BD0,84570,8012A030,1BD0,,,,,,,,,,,,
z_rcp,,,86040,8012D6E0,18B0,,,,86190,8012BC50,18B0,86120,8012BE80,17C0,86120,8012C100,17C0,86040,8012C160,18B0,86140,8012BC00,,,,,,,,,,,,,
[PADDING],,,-,-,-,,,,87A40,,10,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
z_room,,,878F0,8012EF90,1770,,,,87A50,8012D510,1770,878E0,8012D640,1770,878E0,8012D8C0,1770,878F0,8012DA10,1770,87900,8012D3C0,1770,,,,,,,,,,,,
code_8012EC80,,,89060,80130700,650,,,,891C0,8012EC80,650,89050,8012EDB0,650,89050,8012F030,650,89060,8012F180,650,89070,8012EB30,,,,,,,,,,,,,
[PADDING],,,-,-,-,,,,89810,,10,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,
z_scene,,,896B0,80130D50,14E0,,,,89820,8012F2E0,14E0,896A0,8012F400,14E0,896A0,8012F680,14E0,896B0,8012F7D0,14E0,896C0,8012F180,14E0,,,,,,,,,,,,
z_scene_proc,,,8AB90,80132230,1B00,,,,8AD00,801307C0,1B00,8AB80,801308E0,1B00,8AB80,80130B60,1B00,8AB90,80130CB0,1B00,8ABA0,80130660,1B00,,,,,,,,,,,,
z_scene_table,,,8C690,80133D30,110,,,,8C800,801322C0,110,8C680,801323E0,110,8C680,80132660,110,8C690,801327B0,110,8C6A0,80132160,110,,,,,,,,,,,,
code_801323D0,,,8C7A0,80133E40,D10,,,,8C910,801323D0,D10,8C790,801324F0,D10,8C790,80132770,D10,8C7A0,801328C0,D10,8C7B0,80132270,D10,,,,,,,,,,,,
z_skelanime,,,8D4B0,80134B50,4890,,,,8D620,801330E0,4890,8D4A0,80133200,4890,8D4A0,80133480,4890,8D4B0,801335D0,4890,8D4C0,80132F80,4890,,,,,,,,,,,,
[PADDING],,,-,-,-,,,,-,-,-,91D30,,10,91D30,,10,,,,91D50,80137810,10,,,,,,,,,,,,
z_skin,,,91D40,801393E0,AA0,,,,91EB0,80137970,AA0,91D40,80137AA0,AA0,91D40,80137D20,AA0,91D40,80137E60,AA0,91D60,80137820,AA0,,,,,,,,,,,,
z_skin_awb,,,927E0,80139E80,790,,,,92950,80138410,790,927E0,80138540,790,927E0,801387C0,790,927E0,80138900,790,92800,801382C0,790,,,,,,,,,,,,
z_skin_matrix,,,92F70,8013A610,16A0,,,,930E0,80138BA0,16A0,92F70,80138CD0,16A0,92F70,80138F50,16A0,92F70,80139090,16A0,92F90,80138A50,16A0,,,,,,,,,,,,
z_snap,,,94610,8013BCB0,580,,,,94780,8013A240,580,94610,8013A370,580,94610,8013A5F0,580,94610,8013A730,580,94630,8013A0F0,580,,,,,,,,,,,,
z_sub_s,,,94B90,8013C230,4450,,,,94D00,8013A7C0,4450,94B90,8013A8F0,4450,94B90,8013AB70,4450,94B90,8013ACB0,4450,94BB0,8013A670,,,,,,,,,,,,,
z_sram_JPN,,Moved,98FE0,80140680,2A00,,,,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,
z_rumble,,Probably actually z_vibrate or something,9B9E0,80143080,250,,,,99150,8013EC10,250,98FE0,8013ED40,250,98FE0,8013EFC0,250,98FE0,8013F100,250,99000,8013EAC0,230,,,,,,,,,,,,
z_view,,,9BC30,801432D0,1400,,,,993A0,8013EE60,1400,99230,8013EF90,1400,99230,8013F210,1400,99230,8013F350,1400,99230,8013ECF0,1400,,,,,,,,,,,,
z_vimode,,,9D030,801446D0,C20,,,,9A7A0,80140260,C20,9A630,80140390,C20,9A630,80140610,C20,9A630,80140750,C20,9A630,801400F0,C20,,,,,,,,,,,,
code_80140E80,,,9DC50,801452F0,A30,,,,9B3C0,80140E80,A30,9B250,80140FB0,A30,9B250,80141230,A30,9B250,80141370,A30,9B250,80140D10,A30,,,,,,,,,,,,
z_vismono,,,9E680,80145D20,810,,,,9BDF0,801418B0,810,9BC80,801419E0,810,9BC80,80141C60,810,9BC80,80141DA0,810,9BC80,80141740,810,,,,,,,,,,,,
code_801420C0,,,9EE90,80146530,380,,,,9C600,801420C0,380,9C490,801421F0,380,9C490,80142470,380,9C490,801425B0,380,9C490,80141F50,380,,,,,,,,,,,,
z_vr_box,,,9F210,801468B0,1160,,,,9C980,80142440,1160,9C810,80142570,1160,9C810,801427F0,1160,9C810,80142930,1160,9C810,801422D0,1160,,,,,,,,,,,,
z_vr_box_draw,,,A0370,80147A10,470,,,,9DAE0,801435A0,470,9D970,801436D0,470,9D970,80143950,470,9D970,80143A90,470,9D970,80143430,470,,,,,,,,,,,,
z_sram_NES,,Moved,-,-,-,,,,9DF50,80143A10,3B10,9DDE0,80143B40,3BB0,9DDE0,80143DC0,3C70,9DDE0,80143F00,3020,9DDE0,801438A0,3810,,,,,,,,,,,,
,,"neg only, copy of OoT's ss_sram file with extra reader/writer at the bottom",,,,,,,,,,,,,,,,,,,A15F0,801470B0,,,,,,,,,,,,,
[PADDING],,,-,-,-,,,,-,-,-,-,-,-,A1A40,,10,,,,,,,,,,,,,,,,,,
z_message,,,A07E0,80147E80,,,,,A1A60,80147520,113B0,A1990,801476F0,,A1A50,80147A30,,A0E00,80146F20,11220,A1800,801472C0,11360,,,,,,,,,,,,
z_message_nes,,,,,,,,,B2E10,801588D0,5E80,,,,,,,B2020,80158140,5F10,B2B60,80158620,5E80,,,,,,,,,,,,
z_message_staff,,,,,,,,,B8C90,8015E750,2340,B9820,8015F580,2340,B98E0,8015F8C0,2340,B7F30,8015E050,2340,B89E0,8015E4A0,2340,,,,,,,,,,,,
z_player_call,,,B4EA0,8015C540,170,,,,BAFD0,80160A90,170,BBB60,801618C0,170,BBC20,80161C00,170,BA270,80160390,170,BAD20,801607E0,170,,,,,,,,,,,,
z_shrink_window,,,B5010,8015C6B0,580,,,,BB140,80160C00,580,BBCD0,80161A30,580,BBD90,80161D70,580,BA3E0,80160500,580,BAE90,80160950,580,,,,,,,,,,,,
[PADDING],,,,,,,,,,,,,,,,,,,,,BB410,80160ED0,10,,,,,,,,,,,,
db_camera,,,B5590,8015CC30,2580,,,,BB6C0,80161180,2580,BC250,80161FB0,2580,BC310,801622F0,2580,BA960,80160A80,2580,BB420,80160EE0,2580,,,,,,,,,,,,
z_kaleido_manager,,,B7B10,8015F1B0,2A0,,,,BDC40,80163700,2A0,BE7D0,80164530,2A0,BE890,80164870,2A0,BCEE0,80163000,2A0,BD9A0,80163460,2A0,,,,,,,,,,,,
z_kaleido_scope_call,,,B7DB0,8015F450,2F0,,,,BDEE0,801639A0,2F0,BEA70,801647D0,2F0,BEB30,80164B10,2F0,BD180,801632A0,2F0,BDC40,80163700,2F0,,,,,,,,,,,,
z_fbdemo_dlftbls,,,B80A0,8015F740,130,,,,BE1D0,80163C90,130,BED60,80164AC0,130,BEE20,80164E00,130,BD470,80163590,130,BDF30,801639F0,130,,,,,,,,,,,,
z_fbdemo,,,B81D0,8015F870,A20,,,,BE300,80163DC0,A10,BEE90,80164BF0,A10,BEF50,80164F30,A10,BD5A0,801636C0,A10,BE060,80163B20,A10,,,,,,,,,,,,
z_fbdemo_fade,,,B8BF0,80160290,320,,,,BED10,801647D0,320,BF8A0,80165600,320,BF960,80165940,320,BDFB0,801640D0,320,BEA70,80164530,320,,,,,,,,,,,,
z_fbdemo_circle,,,B8F10,801605B0,6C0,,,,BF030,80164AF0,6C0,BFBC0,80165920,6C0,BFC80,80165C60,6C0,BE2D0,801643F0,6C0,BED90,80164850,6C0,,,,,,,,,,,,
z_overlay,,,B95D0,80160C70,2B0,,,,BF6F0,801651B0,2B0,C0280,80165FE0,2B0,C0340,80166320,2B0,BE990,80164AB0,2B0,BF450,80164F10,2B0,,,,,,,,,,,,
z_play,,,B9880,80160F20,,,,,BF9A0,80165460,57B0,C0530,80166290,57C0,C05F0,801665D0,57C0,BEC40,80164D60,5790,BF700,801651C0,57B0,,,,,,,,,,,,
z_play_hireso,,,,,,,,,C5150,8016AC10,50E0,C5CF0,8016BA50,5120,C5DB0,8016BD90,5120,C43D0,8016A4F0,50E0,C4EB0,8016A970,50E0,,,,,,,,,,,,
PreRender,,,C3FB0,8016B650,2B00,,,,CA230,8016FCF0,2B00,CAE10,80170B70,2B00,CAED0,80170EB0,2B00,C94B0,8016F5D0,2B00,C9F90,8016FA50,2B00,,,,,,,,,,,,
TwoHeadGfxArena,,,C6AB0,8016E150,210,,,,CCD30,801727F0,210,CD910,80173670,210,CD9D0,801739B0,210,CBFB0,801720D0,210,CCA90,80172550,210,,,,,,,,,,,,
TwoHeadArena,,,C6CC0,8016E360,1C0,,,,CCF40,80172A00,1C0,CDB20,80173880,1C0,CDBE0,80173BC0,1C0,CC1C0,801722E0,1C0,CCCA0,80172760,1C0,F45B0,801AB070,230,,,,,,,,,
code_80172BC0,,,C6E80,8016E520,70,,,,CD100,80172BC0,70,CDCE0,80173A40,70,CDDA0,80173D80,70,CC380,801724A0,70,CCE60,80172920,70,,,,,,,,,,,,
audioMgr,,,C6EF0,8016E590,3F0,,,,CD170,80172C30,500,CDD50,80173AB0,500,CDE10,80173DF0,500,CC3F0,80172510,500,CCED0,80172990,500,,,,,,,,,,,,
title_setup,,,C72E0,8016E980,210,,,,CD670,80173130,230,CE250,80173FB0,230,CE310,801742F0,230,CC8F0,80172A10,230,CD3D0,80172E90,230,,,,,,,,,,,,
game,,,C74F0,8016EB90,890,C76A0,8016EC80,890,CD8A0,80173360,890,CE480,801741E0,890,CE540,80174520,890,CCB20,80172C40,890,CD600,801730C0,890,0F50B0,801ABB70,18F0,,,,,,,,,
gamealloc,,,C7D80,8016F420,140,C7F30,8016F510,,CE130,80173BF0,140,CED10,80174A70,140,CEDD0,80174DB0,140,CD3B0,801734D0,140,CDE90,80173950,140,,,,,,,,,,,,
graph,,,C7EC0,8016F560,CB0,,,,CE270,80173D30,D10,CEE50,80174BB0,D10,CEF10,80174EF0,D10,CD4F0,80173610,D10,CDFD0,80173A90,DF0,F6C80,801AD740,,,,,,,,,,
graphalloc,,,C8B70,80170210,60,,,,CEF80,80174A40,60,CFB60,801758C0,60,CFC20,80175C00,60,CE200,80174320,60,CEDC0,80174880,60,,,,,,,,,,,,
listalloc,,,C8BD0,80170270,150,,,,CEFE0,80174AA0,150,CFBC0,80175920,150,CFC80,80175C60,150,CE260,80174380,150,CEE20,801748E0,150,,,,,,,,,,,,
main,,Need to verify since looks very different,C8D20,801703C0,320,,,,CF130,80174BF0,320,CFD10,80175A70,320,CFDD0,80175DB0,320,CE3B0,801744D0,320,CEF70,80174A30,320,,,,,,,,,,,,
padmgr,,,C9040,801706E0,1300,,,,CF450,80174F10,1370,D0030,80175D90,1370,D00F0,801760D0,1370,CE6D0,801747F0,1370,CF290,80174D50,EC0,,,,,,,,,,,,
[PADDING],,,,,,,,,,,,,,,,,,,,,D0150,80175C10,10,,,,,,,,,,,,
sched,,,CA340,801719E0,CF0,,,,D07C0,80176280,1110,D13A0,80177100,1130,D1460,80177440,1130,CFA40,80175B60,10B0,D0160,80175C20,1110,,,,,,,,,,,,
speed_meter,,,CB030,801726D0,,,,,D18D0,80177390,D60,D24D0,80178230,D60,D2590,80178570,D60,D0AF0,80176C10,,D1270,80176D30,D60,,,,,,,,,,,,
code_801780F0,,,,,,,,,D2630,801780F0,660,D3230,80178F90,660,D32F0,801792D0,660,,,,D1FD0,80177A90,660,,,,,,,,,,,,
sys_cfb,,,CC3F0,80173A90,,,,,D2C90,80178750,370,D3890,801795F0,410,D3950,80179930,410,D1EB0,80177FD0,,D2630,801780F0,370,,,,,,,,,,,,
sys_cmpdma,,,,,,,,,D3000,80178AC0,470,D3CA0,80179A00,470,D3D60,80179D40,470,,,,D29A0,80178460,470,,,,,,,,,,,,
sys_initial_check,,,CCB20,801741C0,3D0,,,,D3470,80178F30,3D0,D4110,80179E70,400,D41D0,8017A1B0,400,D2690,801787B0,3D0,D2E10,801788D0,3D0,,,,,,,,,,,,
sys_math,,,CCEF0,80174590,2F0,,,,D3840,80179300,2F0,D4510,8017A270,2F0,D45D0,8017A5B0,2F0,D2A60,80178B80,2F0,D31E0,80178CA0,2F0,,,,,,,,,,,,
sys_math3d,,,CD1E0,80174880,68C0,,,,D3B30,801795F0,68C0,D4800,8017A560,66A0,D48C0,8017A8A0,66A0,D2D50,80178E70,68C0,D34D0,80178F90,66A0,,,,,,,,,,,,
sys_math_atan,,,D3AA0,8017B140,2B0,,,,DA3F0,8017FEB0,2B0,DAEA0,80180C00,2B0,DAF60,80180F40,2B0,D9610,8017F730,2B0,D9B70,8017F630,2B0,,,,,,,,,,,,
[PADDING],,,,,,,,,,,,,,,,,,,,,D9E20,8017F8E0,10,,,,,,,,,,,,
sys_matrix,,,D3D50,8017B3F0,2B30,,,,DA6A0,80180160,2B30,DB150,80180EB0,2B30,DB210,801811F0,2B30,D98C0,8017F9E0,2B30,D9E30,8017F8F0,2B30,,,,,,,,,,,,
sys_ucode,,,D6880,8017DF20,50,,,,DD1D0,80182C90,50,DDC80,801839E0,50,DDD40,80183D20,50,DC3F0,80182510,50,DC960,80182420,50,,,,,,,,,,,,
[PADDING],,,-,-,-,,,,-,-,-,-,-,-,DDD90,,10,-,-,-,-,-,-,,,,,,,,,,,,
sys_rumble,,,D68D0,8017DF70,390,,,,DD220,80182CE0,390,DDCD0,80183A30,390,DDDA0,80183D80,390,DC440,80182560,390,DC9B0,80182470,310,,,,,,,,,,,,
code_80183070,,,D6C60,8017E300,30,,,,DD5B0,80183070,30,DE060,80183DC0,30,DE130,80184110,30,DC7D0,801828F0,30,DCCC0,80182780,30,,,,,,,,,,,,
[PADDING],,,,,,,,,,,,,,,,,,,,,DCCF0,801827B0,10,,,,,,,,,,,,
