File name,VROM start,VROM end,ROM start,ROM end,Size (VROM),Compressed?,VRAM start,VRAM end,Size (VRAM),bss,type,number
ovl_Bg_Hidan_Firewall,C0B7E0,C0BF40,B41020,B41660,760,Y,808817A0,80881F00,760,0,actor,C
ovl_Bg_Hidan_Fslift,C0BF40,C0C410,B41660,B41A10,4D0,Y,80881F00,808823D0,4D0,0,actor,4E
ovl_Bg_Hidan_Fwbig,C0C410,C0D0F0,B41A10,B42470,CE0,Y,808823D0,808830B0,CE0,0,actor,8D
ovl_Bg_Hidan_Hamstep,C0D0F0,C0DFA0,B42470,B42FA0,EB0,Y,808830B0,80883F60,EB0,0,actor,71
ovl_Bg_Hidan_Hrock,C0DFA0,C0E7D0,B42FA0,B43610,830,Y,80883F60,80884790,830,0,actor,41
ovl_Bg_Hidan_Kousi,C0E7D0,C0ED60,B43610,B43A50,590,Y,80884790,80884D20,590,0,actor,6F
ovl_Bg_Hidan_Kowarerukabe,C0ED60,C0FC40,B43A50,B44420,EE0,Y,80884D20,80885C00,EE0,0,actor,CF
ovl_Bg_Hidan_Rock,C0FC40,C10D40,B44420,B45100,1100,Y,80885C00,80886D00,1100,0,actor,43
ovl_Bg_Hidan_Rsekizou,C10D40,C11920,B45100,B459E0,BE0,Y,80886D00,808878E0,BE0,0,actor,44
ovl_Bg_Hidan_Sekizou,C11920,C12D70,B459E0,B46950,1450,Y,808878E0,80888D30,1450,0,actor,45
ovl_Bg_Hidan_Sima,C12D70,C13C70,B46950,B47520,F00,Y,80888D30,80889C30,F00,0,actor,46
ovl_Bg_Hidan_Syoku,C13C70,C140D0,B47520,B47830,460,Y,80889C30,8088A090,460,0,actor,47
ovl_Bg_Ice_Objects,C140D0,C15010,B47830,B48270,F40,Y,8088A090,8088AFD0,F40,0,actor,D6
ovl_Bg_Ice_Shelter,C15010,C16250,B48270,B49060,1240,Y,8088AFD0,8088C210,1240,0,actor,EF
ovl_Bg_Ice_Shutter,C16250,C166C0,B49060,B493C0,470,Y,8088C210,8088C680,470,0,actor,1C8
ovl_Bg_Ice_Turara,C166C0,C16EF0,B493C0,B49A80,830,Y,8088C680,8088CEB0,830,0,actor,1C7
ovl_Bg_Ingate,C16EF0,C17280,B49A80,B49DA0,390,Y,8088CEB0,8088D240,390,0,actor,140
ovl_Bg_Jya_1flift,C17280,C17910,B49DA0,B4A2A0,690,Y,8088D240,8088D8D0,690,0,actor,18E
ovl_Bg_Jya_Amishutter,C17910,C17CA0,B4A2A0,B4A4F0,390,Y,8088D8D0,8088DC60,390,0,actor,15A
ovl_Bg_Jya_Bigmirror,C17CA0,C184F0,B4A4F0,B4AC00,850,Y,8088DC60,8088E4B0,850,0,actor,158
ovl_Bg_Jya_Block,C184F0,C18760,B4AC00,B4AE60,270,Y,8088E4B0,8088E720,270,0,actor,1D5
ovl_Bg_Jya_Bombchuiwa,C18760,C192A0,B4AE60,B4B710,B40,Y,8088E720,8088F260,B40,0,actor,159
ovl_Bg_Jya_Bombiwa,C192A0,C19860,B4B710,B4BBF0,5C0,Y,8088F260,8088F820,5C0,0,actor,15B
ovl_Bg_Jya_Cobra,C19860,C1B5A0,B4BBF0,B4D170,1D40,Y,8088F820,80891560,1D40,0,actor,FC
ovl_Bg_Jya_Goroiwa,C1B5A0,C1BD20,B4D170,B4D7D0,780,Y,80891560,80891CE0,780,0,actor,F9
ovl_Bg_Jya_Haheniron,C1BD20,C1C510,B4D7D0,B4DE50,7F0,Y,80891CE0,808924D0,7F0,0,actor,18F
ovl_Bg_Jya_Ironobj,C1C510,C1D2C0,B4DE50,B4E7B0,DB0,Y,808924D0,80893280,DB0,0,actor,169
ovl_Bg_Jya_Kanaami,C1D2C0,C1D670,B4E7B0,B4EAA0,3B0,Y,80893280,80893630,3B0,0,actor,FD
ovl_Bg_Jya_Lift,C1D670,C1DBC0,B4EAA0,B4EEF0,550,Y,80893630,80893B80,550,0,actor,157
ovl_Bg_Jya_Megami,C1DBC0,C1EDB0,B4EEF0,B4FDD0,11F0,Y,80893B80,80894D70,11F0,0,actor,156
ovl_Bg_Jya_Zurerukabe,C1EDB0,C1F460,B4FDD0,B50320,6B0,Y,80894D70,80895420,6B0,0,actor,FA
ovl_Bg_Menkuri_Eye,C1F460,C1F8F0,B50320,B50710,490,Y,80895420,808958C0,4A0,10,actor,62
ovl_Bg_Menkuri_Kaiten,C1F8F0,C1FA80,B50710,B50870,190,Y,808958C0,80895A50,190,0,actor,61
ovl_Bg_Menkuri_Nisekabe,C1FA80,C1FBD0,B50870,B50990,150,Y,80895A50,80895BA0,150,0,actor,1CD
ovl_Bg_Mizu_Bwall,C1FBD0,C210A0,B50990,B51760,14D0,Y,80895BA0,80897070,14D0,0,actor,1BA
ovl_Bg_Mizu_Movebg,C210A0,C22220,B51760,B52440,1180,Y,80897070,80898200,1190,10,actor,64
ovl_Bg_Mizu_Shutter,C22220,C22A20,B52440,B52A80,800,Y,80898200,80898A00,800,0,actor,1BB
ovl_Bg_Mizu_Uzu,C22A20,C22BF0,B52A80,B52C00,1D0,Y,80898A00,80898BD0,1D0,0,actor,D4
ovl_Bg_Mizu_Water,C22BF0,C238C0,B52C00,B53500,CD0,Y,80898BD0,808998A0,CD0,0,actor,65
ovl_Bg_Mjin,C238C0,C23CB0,B53500,B53860,3F0,Y,808998A0,80899C90,3F0,0,actor,6E
ovl_Bg_Mori_Bigst,C23CB0,C245E0,B53860,B53ED0,930,Y,80899C90,8089A5C0,930,0,actor,86
ovl_Bg_Mori_Elevator,C245E0,C250D0,B53ED0,B54620,AF0,Y,8089A5C0,8089B0B0,AF0,0,actor,87
ovl_Bg_Mori_Hashigo,C250D0,C25990,B54620,B54CA0,8C0,Y,8089B0B0,8089B970,8C0,0,actor,E2
ovl_Bg_Mori_Hashira4,C25990,C25F10,B54CA0,B550F0,580,Y,8089B970,8089BF00,590,10,actor,E3
ovl_Bg_Mori_Hineri,C25F10,C26C60,B550F0,B55AD0,D50,Y,8089BF00,8089CC50,D50,0,actor,68
ovl_Bg_Mori_Idomizu,C26C60,C272A0,B55AD0,B55FC0,640,Y,8089CC50,8089D290,640,0,actor,E4
ovl_Bg_Mori_Kaitenkabe,C272A0,C27910,B55FC0,B56510,670,Y,8089D290,8089D900,670,0,actor,88
ovl_Bg_Mori_Rakkatenjo,C27910,C28290,B56510,B56BD0,980,Y,8089D900,8089E280,980,0,actor,89
ovl_Bg_Po_Event,C28290,C2A0C0,B56BD0,B58220,1E30,Y,8089E280,808A00C0,1E40,10,actor,93
ovl_Bg_Po_Syokudai,C2A0C0,C2AA30,B58220,B589D0,970,Y,808A00C0,808A0A30,970,0,actor,105
ovl_Bg_Pushbox,C2AA30,C2AD30,B589D0,B58C60,300,Y,808A0A30,808A0D30,300,0,actor,2C
ovl_Bg_Relay_Objects,C2AD30,C2B4E0,B58C60,B59280,7B0,Y,808A0D30,808A14E0,7B0,0,actor,123
ovl_Bg_Spot00_Break,C2B4E0,C2B680,B59280,B593F0,1A0,Y,808A14E0,808A1680,1A0,0,actor,194
ovl_Bg_Spot00_Hanebasi,C2B680,C2C790,B593F0,B5A1B0,1110,Y,808A1680,808A2790,1110,0,actor,4A
ovl_Bg_Spot01_Fusya,C2C790,C2CA30,B5A1B0,B5A400,2A0,Y,808A2790,808A2A30,2A0,0,actor,102
ovl_Bg_Spot01_Idohashira,C2CA30,C2D630,B5A400,B5AD30,C00,Y,808A2A30,808A3630,C00,0,actor,103
ovl_Bg_Spot01_Idomizu,C2D630,C2D950,B5AD30,B5B000,320,Y,808A3630,808A3950,320,0,actor,104
ovl_Bg_Spot01_Idosoko,C2D950,C2DB60,B5B000,B5B1C0,210,Y,808A3950,808A3B60,210,0,actor,145
ovl_Bg_Spot01_Objects2,C2DB60,C2E020,B5B1C0,B5B5D0,4C0,Y,808A3B60,808A4020,4C0,0,actor,19D
ovl_Bg_Spot02_Objects,C2E020,C2F380,B5B5D0,B5C3B0,1360,Y,808A4020,808A5380,1360,0,actor,9C
ovl_Bg_Spot03_Taki,C2F380,C2FCA0,B5C3B0,B5CA90,920,Y,808A5380,808A5CA0,920,0,actor,11F
ovl_Bg_Spot05_Soko,C2FCA0,C2FFC0,B5CA90,B5CD20,320,Y,808A5CA0,808A5FC0,320,0,actor,18D
