makerom,0,1060,0,0
boot,1060,7170,1060,0
dmadata,7170,D0C0,7170,0
Audiobank,D0C0,38E80,D0C0,0
Audioseq,38E80,88900,38E80,0
Audiotable,88900,4D9C90,88900,0
kanji,4D9C90,555F90,4D9C90,0
link_animetion,556000,7BBC30,555F90,0
icon_item_static,7BC000,8448A0,7BBBC0,0
icon_item_24_static,845000,850400,844460,0
icon_item_field_static,851000,85C930,84F860,8562C0
icon_item_dungeon_static,85D000,85ED80,8562C0,8568E0
icon_item_gameover_static,85F000,862300,8568E0,857FE0
icon_item_jpn_static,863000,870C80,857FE0,85D590
icon_item_nes_static,871000,87EC80,85D590,862F70
item_name_static,87F000,8BC800,862F70,0
map_name_static,8BD000,8DE800,8A0770,0
do_action_static,8DF000,8E4700,8C1F70,0
message_static,8E5000,8E9180,8C7670,0
message_texture_static,8EA000,8EB200,8CB7F0,0
nes_font_static,8EC000,8F0580,8CC9F0,0
jpn_message_data_static,8F1000,92B330,8D0F70,0
nes_message_data_static,92C000,9640E0,90B2A0,0
staff_message_data_static,965000,965F60,943380,0
map_grand_static,966000,974350,9442E0,0
map_48x85_static,975000,996DE0,952630,0
map_i_static,997000,A85110,974410,0
code,A86000,B8AA80,A62520,AFDAA0
ovl_title,B8AA80,B8B2F0,AFDAA0,AFE100
ovl_select,B8B2F0,B8DF70,AFE100,AFFBE0
ovl_opening,B8DF70,B8E0D0,AFFBE0,AFFD10
ovl_file_choose,B8E0D0,B9E030,AFFD10,B08C10
ovl_kaleido_scope,B9E030,BBA7B0,B08C10,B17950
ovl_player_actor,BBA7B0,BE0EC0,B17950,B30CB0
ovl_map_mark_data,BE0EC0,BE7A20,B30CB0,B31060
ovl_En_Test,BE7A20,BED2D0,B31060,B34530
ovl_Arms_Hook,BED2D0,BEE040,B34530,B34FD0
ovl_Arrow_Fire,BEE040,BEFF20,B34FD0,B36A90
ovl_Arrow_Ice,BEFF20,BF1E20,B36A90,B38300
ovl_Arrow_Light,BF1E20,BF3D30,B38300,B39C00
ovl_Bg_Bdan_Objects,BF3D30,BF5000,B39C00,B3A920
ovl_Bg_Bdan_Switch,BF5000,BF6430,B3A920,B3B4D0
ovl_Bg_Bom_Guard,BF6430,BF6650,B3B4D0,B3B6C0
ovl_Bg_Bombwall,BF6650,BF6F10,B3B6C0,B3BDA0
ovl_Bg_Bowl_Wall,BF6F10,BF7890,B3BDA0,B3C5C0
ovl_Bg_Breakwall,BF7890,BF8700,B3C5C0,B3D120
ovl_Bg_Ddan_Jd,BF8700,BF8D50,B3D120,B3D620
ovl_Bg_Ddan_Kd,BF8D50,BF9640,B3D620,B3DD00
ovl_Bg_Dodoago,BF9640,BFA380,B3DD00,B3E760
ovl_Bg_Dy_Yoseizo,BFA380,BFD170,B3E760,B406A0
ovl_Bg_Ganon_Otyuka,BFD170,BFF7B0,B406A0,B423C0
ovl_Bg_Gate_Shutter,BFF7B0,BFFC40,B423C0,B42740
ovl_Bg_Gjyo_Bridge,BFFC40,C00130,B42740,B42B70
ovl_Bg_Gnd_Darkmeiro,C00130,C008F0,B42B70,B43130
ovl_Bg_Gnd_Firemeiro,C008F0,C00E40,B43130,B43580
ovl_Bg_Gnd_Iceblock,C00E40,C01F30,B43580,B440C0
ovl_Bg_Gnd_Nisekabe,C01F30,C020A0,B440C0,B44210
ovl_Bg_Gnd_Soulmeiro,C020A0,C02900,B44210,B44910
ovl_Bg_Haka,C02900,C02FC0,B44910,B44EC0
ovl_Bg_Haka_Gate,C02FC0,C04050,B44EC0,B45B90
ovl_Bg_Haka_Huta,C04050,C04AF0,B45B90,B463F0
ovl_Bg_Haka_Megane,C04AF0,C04EF0,B463F0,B46740
ovl_Bg_Haka_MeganeBG,C04EF0,C055B0,B46740,B46C90
ovl_Bg_Haka_Sgami,C055B0,C061D0,B46C90,B47610
ovl_Bg_Haka_Ship,C061D0,C06C20,B47610,B47E40
ovl_Bg_Haka_Trap,C06C20,C081F0,B47E40,B48E50
ovl_Bg_Haka_Tubo,C081F0,C08C10,B48E50,B49690
ovl_Bg_Haka_Water,C08C10,C09410,B49690,B49C50
ovl_Bg_Haka_Zou,C09410,C0A600,B49C50,B4A9D0
ovl_Bg_Heavy_Block,C0A600,C0BEF0,B4A9D0,B4BC10
ovl_Bg_Hidan_Curtain,C0BEF0,C0C990,B4BC10,B4C440
ovl_Bg_Hidan_Dalm,C0C990,C0D1E0,B4C440,B4CAA0
ovl_Bg_Hidan_Firewall,C0D1E0,C0D940,B4CAA0,B4D0D0
ovl_Bg_Hidan_Fslift,C0D940,C0DE10,B4D0D0,B4D480
ovl_Bg_Hidan_Fwbig,C0DE10,C0EAF0,B4D480,B4DEE0
ovl_Bg_Hidan_Hamstep,C0EAF0,C0F9A0,B4DEE0,B4EA10
ovl_Bg_Hidan_Hrock,C0F9A0,C101D0,B4EA10,B4F080
ovl_Bg_Hidan_Kousi,C101D0,C10760,B4F080,B4F4C0
ovl_Bg_Hidan_Kowarerukabe,C10760,C11640,B4F4C0,B4FE90
ovl_Bg_Hidan_Rock,C11640,C12740,B4FE90,B50B70
ovl_Bg_Hidan_Rsekizou,C12740,C13320,B50B70,B51450
ovl_Bg_Hidan_Sekizou,C13320,C14770,B51450,B523C0
ovl_Bg_Hidan_Sima,C14770,C15670,B523C0,B52F90
ovl_Bg_Hidan_Syoku,C15670,C15AD0,B52F90,B532A0
ovl_Bg_Ice_Objects,C15AD0,C16A10,B532A0,B53CE0
ovl_Bg_Ice_Shelter,C16A10,C17C50,B53CE0,B54AD0
ovl_Bg_Ice_Shutter,C17C50,C180C0,B54AD0,B54E30
ovl_Bg_Ice_Turara,C180C0,C188F0,B54E30,B554F0
ovl_Bg_Ingate,C188F0,C18C80,B554F0,B55810
ovl_Bg_Jya_1flift,C18C80,C19310,B55810,B55D10
ovl_Bg_Jya_Amishutter,C19310,C196A0,B55D10,B55F60
ovl_Bg_Jya_Bigmirror,C196A0,C19EF0,B55F60,B56670
ovl_Bg_Jya_Block,C19EF0,C1A160,B56670,B568D0
ovl_Bg_Jya_Bombchuiwa,C1A160,C1ACA0,B568D0,B57170
ovl_Bg_Jya_Bombiwa,C1ACA0,C1B260,B57170,B57650
ovl_Bg_Jya_Cobra,C1B260,C1CFA0,B57650,B58BD0
ovl_Bg_Jya_Goroiwa,C1CFA0,C1D720,B58BD0,B59230
ovl_Bg_Jya_Haheniron,C1D720,C1DF10,B59230,B598B0
ovl_Bg_Jya_Ironobj,C1DF10,C1ECC0,B598B0,B5A210
ovl_Bg_Jya_Kanaami,C1ECC0,C1F070,B5A210,B5A500
ovl_Bg_Jya_Lift,C1F070,C1F5C0,B5A500,B5A940
ovl_Bg_Jya_Megami,C1F5C0,C207B0,B5A940,B5B830
ovl_Bg_Jya_Zurerukabe,C207B0,C20E60,B5B830,B5BD80
ovl_Bg_Menkuri_Eye,C20E60,C212F0,B5BD80,B5C170
ovl_Bg_Menkuri_Kaiten,C212F0,C21480,B5C170,B5C2D0
ovl_Bg_Menkuri_Nisekabe,C21480,C215D0,B5C2D0,B5C3F0
ovl_Bg_Mizu_Bwall,C215D0,C22AA0,B5C3F0,B5D1C0
ovl_Bg_Mizu_Movebg,C22AA0,C23C20,B5D1C0,B5DE90
ovl_Bg_Mizu_Shutter,C23C20,C24420,B5DE90,B5E4D0
ovl_Bg_Mizu_Uzu,C24420,C245F0,B5E4D0,B5E650
ovl_Bg_Mizu_Water,C245F0,C252C0,B5E650,B5EF50
ovl_Bg_Mjin,C252C0,C256B0,B5EF50,B5F2B0
ovl_Bg_Mori_Bigst,C256B0,C25FE0,B5F2B0,B5F920
ovl_Bg_Mori_Elevator,C25FE0,C26AD0,B5F920,B60080
ovl_Bg_Mori_Hashigo,C26AD0,C27390,B60080,B60700
ovl_Bg_Mori_Hashira4,C27390,C27910,B60700,B60B50
ovl_Bg_Mori_Hineri,C27910,C28660,B60B50,B61530
ovl_Bg_Mori_Idomizu,C28660,C28CA0,B61530,B61A20
ovl_Bg_Mori_Kaitenkabe,C28CA0,C29310,B61A20,B61F70
ovl_Bg_Mori_Rakkatenjo,C29310,C29C90,B61F70,B62630
ovl_Bg_Po_Event,C29C90,C2BAC0,B62630,B63C80
ovl_Bg_Po_Syokudai,C2BAC0,C2C430,B63C80,B64430
ovl_Bg_Pushbox,C2C430,C2C730,B64430,B646C0
ovl_Bg_Relay_Objects,C2C730,C2CEE0,B646C0,B64CE0
ovl_Bg_Spot00_Break,C2CEE0,C2D080,B64CE0,B64E50
ovl_Bg_Spot00_Hanebasi,C2D080,C2E190,B64E50,B65C10
ovl_Bg_Spot01_Fusya,C2E190,C2E430,B65C10,B65E60
ovl_Bg_Spot01_Idohashira,C2E430,C2F030,B65E60,B66790
ovl_Bg_Spot01_Idomizu,C2F030,C2F350,B66790,B66A60
ovl_Bg_Spot01_Idosoko,C2F350,C2F560,B66A60,B66C20
ovl_Bg_Spot01_Objects2,C2F560,C2FA20,B66C20,B67030
ovl_Bg_Spot02_Objects,C2FA20,C30D80,B67030,B67E20
ovl_Bg_Spot03_Taki,C30D80,C316A0,B67E20,B68500
ovl_Bg_Spot05_Soko,C316A0,C319C0,B68500,B68790
ovl_Bg_Spot06_Objects,C319C0,C32DC0,B68790,B696A0
ovl_Bg_Spot07_Taki,C32DC0,C333B0,B696A0,B69B10
ovl_Bg_Spot08_Bakudankabe,C333B0,C33A50,B69B10,B6A0C0
ovl_Bg_Spot08_Iceblock,C33A50,C34A90,B6A0C0,B6AC60
ovl_Bg_Spot09_Obj,C34A90,C34FB0,B6AC60,B6B040
ovl_Bg_Spot11_Bakudankabe,C34FB0,C355F0,B6B040,B6B5A0
ovl_Bg_Spot11_Oasis,C355F0,C35D20,B6B5A0,B6BBD0
ovl_Bg_Spot12_Gate,C35D20,C36130,B6BBD0,B6BEE0
ovl_Bg_Spot12_Saku,C36130,C365F0,B6BEE0,B6C2A0
ovl_Bg_Spot15_Rrbox,C365F0,C373D0,B6C2A0,B6CCB0
ovl_Bg_Spot15_Saku,C373D0,C37710,B6CCB0,B6CF80
ovl_Bg_Spot16_Bombstone,C37710,C38C60,B6CF80,B6E060
ovl_Bg_Spot16_Doughnut,C38C60,C39220,B6E060,B6E530
ovl_Bg_Spot17_Bakudankabe,C39220,C39910,B6E530,B6EB20
ovl_Bg_Spot17_Funen,C39910,C39B60,B6EB20,B6ED30
ovl_Bg_Spot18_Basket,C39B60,C3AB50,B6ED30,B6F940
ovl_Bg_Spot18_Futa,C3AB50,C3ACF0,B6F940,B6FAA0
ovl_Bg_Spot18_Obj,C3ACF0,C3B5C0,B6FAA0,B700F0
ovl_Bg_Spot18_Shutter,C3B5C0,C3BB10,B700F0,B70510
ovl_Bg_Sst_Floor,C3BB10,C3C070,B70510,B70A00
ovl_Bg_Toki_Hikari,C3C070,C3CE10,B70A00,B71230
ovl_Bg_Toki_Swd,C3CE10,C3E460,B71230,B71C70
ovl_Bg_Treemouth,C3E460,C3FAC0,B71C70,B72870
ovl_Bg_Umajump,C3FAC0,C3FC50,B72870,B729E0
ovl_Bg_Vb_Sima,C3FC50,C40370,B729E0,B73030
ovl_Bg_Ydan_Hasi,C40370,C40B20,B73030,B73650
ovl_Bg_Ydan_Maruta,C40B20,C41200,B73650,B73BD0
ovl_Bg_Ydan_Sp,C41200,C42920,B73BD0,B74CB0
ovl_Bg_Zg,C42920,C42D70,B74CB0,B75030
ovl_Boss_Dodongo,C42D70,C4C870,B75030,B7B300
ovl_Boss_Fd,C4C870,C53BD0,B7B300,B80020
ovl_Boss_Fd2,C53BD0,C57900,B80020,B82B80
ovl_Boss_Ganon,C57900,C79BB0,B82B80,B982A0
ovl_Boss_Ganon2,C79BB0,C8AF00,B982A0,BA2860
ovl_Boss_Ganondrof,C8AF00,C8FC90,BA2860,BA5BD0
ovl_Boss_Goma,C8FC90,C95C30,BA5BD0,BA95E0
ovl_Boss_Mo,C95C30,CA1700,BA95E0,BB1800
ovl_Boss_Sst,CA1700,CADC90,BB1800,BB9360
ovl_Boss_Tw,CADC90,CC0DE0,BB9360,BC5960
ovl_Boss_Va,CC0DE0,CCF670,BC5960,BCEF70
ovl_Demo_6K,CCF670,CD23D0,BCEF70,BD10C0
ovl_Demo_Du,CD23D0,CD5BB0,BD10C0,BD2C60
ovl_Demo_Ec,CD5BB0,CD9410,BD2C60,BD4380
ovl_Demo_Effect,CD9410,CDEFB0,BD4380,BD7EF0
ovl_Demo_Ext,CDEFB0,CDF900,BD7EF0,BD8620
ovl_Demo_Geff,CDF900,CE0120,BD8620,BD8C10
ovl_Demo_Gj,CE0120,CE3DD0,BD8C10,BDA880
ovl_Demo_Go,CE3DD0,CE4B20,BDA880,BDB1C0
ovl_Demo_Gt,CE4B20,CEA130,BDB1C0,BDDD40
ovl_Demo_Ik,CEA130,CEB640,BDDD40,BDEA50
ovl_Demo_Im,CEB640,CEF5B0,BDEA50,BE0A00
ovl_Demo_Kankyo,CEF5B0,CF3250,BE0A00,BE2E20
ovl_Demo_Kekkai,CF3250,CF4540,BE2E20,BE3CB0
