makerom,0,1060,0,0
boot,1060,21D80,1060,0
dmadata,21D80,2F170,21D80,0
file_00027130,2F170,ECD50,2F170,0
file_000E4D10,ECD50,1459E0,ECD50,0
file_0013D9A0,1459E0,67D760,1459E0,0
code,67D760,74B710,67D760,6DF650
ovl_0073F4D0,74B710,74DB30,6DF650,6E07F0
file_00741A40,74DB30,74E010,6E07F0,6E0AC0
ovl_00741EA0,74E010,74E0E0,6E0AC0,6E0B70
file_00741F80,74E0E0,74E110,6E0B70,6E0BA0
ovl_00741FB0,74E110,74FA80,6E0BA0,6E19C0
file_00743950,74FA80,74FCE0,6E19C0,6E1B40
ovl_00743B70,74FCE0,74FE10,6E1B40,6E1C50
file_00743CA0,74FE10,74FE40,6E1C50,6E1C80
ovl_00743CD0,74FE40,750110,6E1C80,6E1E50
file_00743FE0,750110,750130,6E1E50,6E1E70
ovl_00744020,750130,7554E0,6E1E70,6E3400
file_00747940,7554E0,7555C0,6E3400,6E34B0
ovl_00747AA0,7555C0,756070,6E34B0,6E3B40
file_007485F0,756070,756150,6E3B40,6E3BF0
ovl_007486E0,756150,756D10,6E3BF0,6E4240
file_00749200,756D10,756DD0,6E4240,6E42E0
ovl_007492E0,756DD0,77F3F0,6E42E0,6F8F70
file_00771900,77F3F0,7820A0,6F8F70,6FAA90
ovl_007745B0,7820A0,782470,6FAA90,6FAD40
file_00774980,782470,7824B0,6FAD40,6FAD80
ovl_submenu,7824B0,7852F0,6FAD80,6FC610
file_007778B0,7852F0,785550,6FC610,6FC7A0
ovl_00777AE0,785550,78EE50,6FC7A0,701180
file_00781D60,78EE50,78FE60,701180,701B40
ovl_007829E0,78FE60,792260,701B40,703160
file_00784DE0,792260,792440,703160,7032B0
ovl_00784FC0,792440,792B10,7032B0,703760
file_00785690,792B10,792B80,703760,7037C0
ovl_00785700,792B80,796A90,7037C0,705A80
file_007898C0,796A90,796D60,705A80,705C70
ovl_00789B60,796D60,7976F0,705C70,7062F0
file_0078A4F0,7976F0,797760,7062F0,706350
ovl_0078A560,797760,797FD0,706350,7068D0
file_0078ADC0,797FD0,798040,7068D0,706930
ovl_0078AE30,798040,7990F0,706930,707380
file_0078BEE0,7990F0,799210,707380,707460
ovl_0078BFB0,799210,799D20,707460,707B90
file_0078CAD0,799D20,799E00,707B90,707C40
ovl_0078CB80,799E00,7A2E00,707C40,70E6D0
file_00790530,7A2E00,7A3670,70E6D0,70EBF0
ovl_007908A0,7A3670,7A5480,70EBF0,70FE70
file_00792610,7A5480,7A55A0,70FE70,70FF50
ovl_00792700,7A55A0,7A6FB0,70FF50,710D60
file_00794240,7A6FB0,7A7150,710D60,710E90
ovl_00794380,7A7150,7A80A0,710E90,711770
file_00795290,7A80A0,7A8240,711770,711870
